printing l1
{Gene88_Down,Gene90_UP} : 40
{Gene10_Down,Gene87_UP} : 47
{Gene13_Down,Gene88_Down} : 46
{Gene86_Down,Gene72_UP} : 41
{Gene33_UP,Gene72_UP} : 40
{Gene80_Down,Gene60_UP} : 40
{Gene1_UP,Gene15_Down} : 42
{Gene80_Down,Gene1_UP} : 47
{Gene38_Down,Gene70_Down} : 54
{Gene10_Down,Gene8_UP} : 42
{Gene51_Down,Gene59_UP} : 43
{Gene45_UP,Gene59_UP} : 44
{Gene97_Down,Gene59_UP} : 49
{Gene2_Down,Gene89_UP} : 41
{Gene77_UP,Gene10_Down} : 41
{Gene67_UP,Gene87_UP} : 43
{Gene28_Down,Gene11_Down} : 40
{Gene94_UP,Gene1_UP} : 46
{Gene1_UP,Gene59_UP} : 53
{Gene35_Down,Gene87_UP} : 40
{Gene17_UP,Gene58_Down} : 40
{Gene38_Down,Gene47_UP} : 54
{Gene58_Down,Gene69_Down} : 40
{Gene95_Down,Gene78_UP} : 40
{Gene87_UP,Gene1_UP} : 45
{Gene67_UP,Gene96_Down} : 41
{Gene59_UP,Gene15_Down} : 40
{Gene76_Down,Gene10_Down} : 42
{Gene71_UP,Gene47_UP} : 42
{Gene97_Down,Gene2_Down} : 40
{Gene95_Down,Gene13_Down} : 43
{Gene41_Down,Gene58_Down} : 42
{Gene91_UP,Gene38_Down} : 53
{Gene67_UP,Gene28_Down} : 45
{Gene28_Down,Gene96_Down} : 47
{Gene1_UP,Gene23_UP} : 40
{Gene21_UP,Gene82_Down} : 43
{Gene59_UP,Gene62_Down} : 40
{Gene8_UP,Gene97_Down} : 41
{Gene91_UP,Gene68_Down} : 43
{Gene58_Down,Gene59_UP} : 49
{Gene2_Down,Gene97_Down} : 40
{Gene59_UP,Gene11_Down} : 43
{Gene75_UP,Gene59_UP} : 44
{Gene41_Down,Gene96_Down} : 42
{Gene10_Down,Gene66_UP} : 41
{Gene41_Down,Gene67_UP} : 41
{Gene23_UP,Gene6_UP} : 40
{Gene91_UP,Gene65_Down} : 45
{Gene75_UP,Gene38_Down} : 44
{Gene91_UP,Gene41_Down} : 42
{Gene67_UP,Gene70_Down} : 47
{Gene80_Down,Gene94_UP} : 40
{Gene38_Down,Gene6_UP} : 50
{Gene81_UP,Gene59_UP} : 41
{Gene76_Down,Gene2_Down} : 40
{Gene6_UP,Gene13_Down} : 50
{Gene91_UP,Gene88_Down} : 46
{Gene32_Down,Gene95_Down} : 41
{Gene21_UP,Gene68_Down} : 40
{Gene6_UP,Gene2_Down} : 45
{Gene24_Down,Gene96_Down} : 46
{Gene52_Down,Gene87_UP} : 47
{Gene87_UP,Gene48_UP} : 40
{Gene87_UP,Gene76_Down} : 41
{Gene58_Down,Gene94_UP} : 44
{Gene31_UP,Gene96_Down} : 40
{Gene84_UP,Gene72_UP} : 41
{Gene8_UP,Gene77_UP} : 41
{Gene72_UP,Gene2_Down} : 49
{Gene10_Down,Gene89_UP} : 41
{Gene24_Down,Gene81_UP} : 44
{Gene37_UP,Gene38_Down} : 41
{Gene88_Down,Gene52_Down} : 47
{Gene54_UP,Gene67_UP} : 40
{Gene52_Down,Gene10_Down} : 47
{Gene58_Down,Gene41_Down} : 42
{Gene58_Down,Gene30_Down} : 41
{Gene10_Down,Gene95_Down} : 42
{Gene2_Down,Gene65_Down} : 45
{Gene28_Down,Gene89_UP} : 42
{Gene75_UP,Gene72_UP} : 40
{Gene58_Down,Gene10_Down} : 49
{Gene2_Down,Gene6_UP} : 45
{Gene94_UP,Gene82_Down} : 40
{Gene11_Down,Gene32_Down} : 42
{Gene82_Down,Gene67_UP} : 40
{Gene89_UP,Gene38_Down} : 45
{Gene58_Down,Gene32_Down} : 49
{Gene94_UP,Gene47_UP} : 44
{Gene47_UP,Gene6_UP} : 47
{Gene32_Down,Gene89_UP} : 40
{Gene21_UP,Gene51_Down} : 42
{Gene45_UP,Gene6_UP} : 43
{Gene80_Down,Gene28_Down} : 44
{Gene1_UP,Gene36_UP} : 43
{Gene76_Down,Gene36_UP} : 42
{Gene69_Down,Gene58_Down} : 40
{Gene59_UP,Gene26_Down} : 41
{Gene23_UP,Gene72_UP} : 44
{Gene89_UP,Gene70_Down} : 42
{Gene98_Down,Gene72_UP} : 40
{Gene32_Down,Gene36_UP} : 40
{Gene58_Down,Gene11_Down} : 40
{Gene58_Down,Gene17_UP} : 40
{Gene59_UP,Gene1_UP} : 53
{Gene32_Down,Gene21_UP} : 48
{Gene96_Down,Gene91_UP} : 43
{Gene88_Down,Gene45_UP} : 41
{Gene87_UP,Gene10_Down} : 47
{Gene16_Down,Gene69_Down} : 40
{Gene76_Down,Gene32_Down} : 41
{Gene48_UP,Gene28_Down} : 40
{Gene18_Down,Gene54_UP} : 41
{Gene38_Down,Gene81_UP} : 44
{Gene13_Down,Gene58_Down} : 43
{Gene95_Down,Gene32_Down} : 41
{Gene70_Down,Gene2_Down} : 44
{Gene72_UP,Gene85_Down} : 40
{Gene72_UP,Gene21_UP} : 48
{Gene95_Down,Gene58_Down} : 40
{Gene96_Down,Gene87_UP} : 46
{Gene38_Down,Gene24_Down} : 44
{Gene47_UP,Gene67_UP} : 42
{Gene87_UP,Gene70_Down} : 46
{Gene72_UP,Gene93_UP} : 40
{Gene67_UP,Gene6_UP} : 42
{Gene2_Down,Gene10_Down} : 48
{Gene10_Down,Gene17_UP} : 40
{Gene81_UP,Gene1_UP} : 44
{Gene72_UP,Gene16_Down} : 48
{Gene41_Down,Gene72_UP} : 43
{Gene68_Down,Gene72_UP} : 48
{Gene1_UP,Gene52_Down} : 46
{Gene69_Down,Gene32_Down} : 46
{Gene77_UP,Gene54_UP} : 40
{Gene88_Down,Gene10_Down} : 52
{Gene82_Down,Gene59_UP} : 57
{Gene16_Down,Gene47_UP} : 41
{Gene32_Down,Gene20_Down} : 40
{Gene12_UP,Gene38_Down} : 41
{Gene35_Down,Gene59_UP} : 41
{Gene72_UP,Gene95_Down} : 44
{Gene91_UP,Gene72_UP} : 48
{Gene3_UP,Gene59_UP} : 42
{Gene77_UP,Gene59_UP} : 42
{Gene52_Down,Gene81_UP} : 40
{Gene38_Down,Gene78_UP} : 44
{Gene96_Down,Gene78_UP} : 47
{Gene82_Down,Gene91_UP} : 41
{Gene66_UP,Gene16_Down} : 42
{Gene11_Down,Gene59_UP} : 43
{Gene30_Down,Gene72_UP} : 41
{Gene72_UP,Gene40_Down} : 41
{Gene1_UP,Gene8_UP} : 43
{Gene70_Down,Gene41_Down} : 42
{Gene71_UP,Gene8_UP} : 40
{Gene28_Down,Gene67_UP} : 45
{Gene96_Down,Gene24_Down} : 46
{Gene36_UP,Gene96_Down} : 46
{Gene54_UP,Gene41_Down} : 46
{Gene81_UP,Gene41_Down} : 40
{Gene10_Down,Gene47_UP} : 51
{Gene10_Down,Gene1_UP} : 50
{Gene58_Down,Gene21_UP} : 46
{Gene96_Down,Gene52_Down} : 44
{Gene96_Down,Gene59_UP} : 61
{Gene13_Down,Gene44_Down} : 46
{Gene59_UP,Gene42_Down} : 40
{Gene59_UP,Gene100_Down} : 41
{Gene59_UP,Gene90_UP} : 41
{Gene36_UP,Gene2_Down} : 41
{Gene72_UP,Gene89_UP} : 46
{Gene96_Down,Gene15_Down} : 40
{Gene54_UP,Gene52_Down} : 43
{Gene51_Down,Gene72_UP} : 43
{Gene32_Down,Gene69_Down} : 46
{Gene24_Down,Gene88_Down} : 50
{Gene41_Down,Gene78_UP} : 40
{Gene86_Down,Gene59_UP} : 42
{Gene36_UP,Gene94_UP} : 40
{Gene65_Down,Gene10_Down} : 47
{Gene23_UP,Gene13_Down} : 40
{Gene59_UP,Gene96_Down} : 61
{Gene75_UP,Gene88_Down} : 43
{Gene76_Down,Gene59_UP} : 46
{Gene65_Down,Gene52_Down} : 45
{Gene69_Down,Gene13_Down} : 42
{Gene72_UP,Gene80_Down} : 44
{Gene58_Down,Gene96_Down} : 43
{Gene72_UP,Gene66_UP} : 43
{Gene36_UP,Gene68_Down} : 42
{Gene47_UP,Gene82_Down} : 40
{Gene28_Down,Gene54_UP} : 46
{Gene88_Down,Gene60_UP} : 42
{Gene72_UP,Gene74_Down} : 40
{Gene96_Down,Gene6_UP} : 43
{Gene6_UP,Gene89_UP} : 41
{Gene88_Down,Gene35_Down} : 40
{Gene59_UP,Gene31_UP} : 40
{Gene71_UP,Gene80_Down} : 42
{Gene47_UP,Gene66_UP} : 41
{Gene88_Down,Gene47_UP} : 49
{Gene21_UP,Gene91_UP} : 47
{Gene1_UP,Gene67_UP} : 50
{Gene72_UP,Gene92_Down} : 41
{Gene69_Down,Gene16_Down} : 40
{Gene96_Down,Gene76_Down} : 42
{Gene72_UP,Gene88_Down} : 48
{Gene59_UP,Gene27_Down} : 40
{Gene72_UP,Gene1_UP} : 52
{Gene38_Down,Gene52_Down} : 55
{Gene76_Down,Gene96_Down} : 42
{Gene41_Down,Gene87_UP} : 47
{Gene28_Down,Gene24_Down} : 43
{Gene96_Down,Gene2_Down} : 45
{Gene80_Down,Gene81_UP} : 41
{Gene28_Down,Gene51_Down} : 43
{Gene21_UP,Gene38_Down} : 45
{Gene26_UP,Gene2_Down} : 40
{Gene28_Down,Gene99_UP} : 42
{Gene87_UP,Gene96_Down} : 46
{Gene28_Down,Gene12_UP} : 42
{Gene38_Down,Gene58_Down} : 48
{Gene47_UP,Gene96_Down} : 43
{Gene88_Down,Gene65_Down} : 40
{Gene10_Down,Gene58_Down} : 49
{Gene82_Down,Gene45_UP} : 40
{Gene37_UP,Gene28_Down} : 43
{Gene26_UP,Gene72_UP} : 40
{Gene96_Down,Gene54_UP} : 45
{Gene1_UP,Gene21_UP} : 44
{Gene55_UP,Gene32_Down} : 40
{Gene52_Down,Gene96_Down} : 44
{Gene2_Down,Gene32_Down} : 44
{Gene1_UP,Gene87_UP} : 45
{Gene52_Down,Gene72_UP} : 45
{Gene1_UP,Gene84_UP} : 43
{Gene58_Down,Gene65_Down} : 46
{Gene6_UP,Gene1_UP} : 49
{Gene91_UP,Gene10_Down} : 49
{Gene72_UP,Gene13_Down} : 53
{Gene38_Down,Gene96_Down} : 46
{Gene99_UP,Gene28_Down} : 42
{Gene30_Down,Gene10_Down} : 41
{Gene19_Down,Gene88_Down} : 41
{Gene7_Down,Gene38_Down} : 40
{Gene72_UP,Gene87_UP} : 48
{Gene95_Down,Gene54_UP} : 41
{Gene6_UP,Gene41_Down} : 42
{Gene38_Down,Gene75_UP} : 44
{Gene52_Down,Gene37_UP} : 40
{Gene47_UP,Gene36_UP} : 40
{Gene90_UP,Gene59_UP} : 41
{Gene94_UP,Gene2_Down} : 42
{Gene87_UP,Gene69_Down} : 47
{Gene59_UP,Gene37_UP} : 40
{Gene14_UP,Gene96_Down} : 40
{Gene13_Down,Gene41_Down} : 44
{Gene89_UP,Gene72_UP} : 46
{Gene8_UP,Gene2_Down} : 41
{Gene13_Down,Gene48_UP} : 40
{Gene67_UP,Gene72_UP} : 45
{Gene82_Down,Gene49_Down} : 40
{Gene47_UP,Gene59_UP} : 47
{Gene2_Down,Gene24_Down} : 42
{Gene13_Down,Gene95_Down} : 43
{Gene76_Down,Gene70_Down} : 43
{Gene58_Down,Gene6_UP} : 47
{Gene83_UP,Gene96_Down} : 41
{Gene32_Down,Gene58_Down} : 49
{Gene28_Down,Gene71_UP} : 42
{Gene28_Down,Gene47_UP} : 51
{Gene32_Down,Gene70_Down} : 48
{Gene78_UP,Gene1_UP} : 40
{Gene94_UP,Gene91_UP} : 44
{Gene88_Down,Gene4_Down} : 40
{Gene10_Down,Gene30_Down} : 41
{Gene96_Down,Gene32_Down} : 47
{Gene51_Down,Gene21_UP} : 42
{Gene47_UP,Gene38_Down} : 54
{Gene34_Down,Gene59_UP} : 42
{Gene88_Down,Gene71_UP} : 44
{Gene88_Down,Gene1_UP} : 48
{Gene76_Down,Gene13_Down} : 41
{Gene24_Down,Gene54_UP} : 50
{Gene1_UP,Gene47_UP} : 49
{Gene47_UP,Gene34_Down} : 40
{Gene78_UP,Gene47_UP} : 41
{Gene96_Down,Gene77_UP} : 40
{Gene88_Down,Gene8_UP} : 51
{Gene93_UP,Gene72_UP} : 40
{Gene69_Down,Gene76_Down} : 41
{Gene72_UP,Gene14_UP} : 40
{Gene59_UP,Gene30_Down} : 42
{Gene88_Down,Gene69_Down} : 49
{Gene73_Down,Gene88_Down} : 40
{Gene96_Down,Gene21_UP} : 43
{Gene52_Down,Gene67_UP} : 44
{Gene68_Down,Gene2_Down} : 45
{Gene72_UP,Gene20_Down} : 42
{Gene10_Down,Gene80_Down} : 48
{Gene88_Down,Gene81_UP} : 48
{Gene59_UP,Gene38_Down} : 53
{Gene21_UP,Gene59_UP} : 46
{Gene44_Down,Gene96_Down} : 43
{Gene91_UP,Gene13_Down} : 44
{Gene88_Down,Gene16_Down} : 42
{Gene59_UP,Gene99_UP} : 45
{Gene28_Down,Gene70_Down} : 48
{Gene10_Down,Gene68_Down} : 43
{Gene30_Down,Gene47_UP} : 41
{Gene69_Down,Gene1_UP} : 44
{Gene88_Down,Gene67_UP} : 44
{Gene91_UP,Gene1_UP} : 45
{Gene24_Down,Gene69_Down} : 44
{Gene9_Down,Gene38_Down} : 40
{Gene2_Down,Gene87_UP} : 48
{Gene10_Down,Gene38_Down} : 53
{Gene3_UP,Gene38_Down} : 40
{Gene2_Down,Gene88_Down} : 48
{Gene24_Down,Gene8_UP} : 45
{Gene54_UP,Gene37_UP} : 40
{Gene21_UP,Gene87_UP} : 41
{Gene89_UP,Gene96_Down} : 41
{Gene59_UP,Gene67_UP} : 46
{Gene72_UP,Gene15_Down} : 42
{Gene6_UP,Gene45_UP} : 43
{Gene89_UP,Gene82_Down} : 41
{Gene41_Down,Gene70_Down} : 42
{Gene38_Down,Gene48_UP} : 43
{Gene32_Down,Gene11_Down} : 42
{Gene70_Down,Gene58_Down} : 47
{Gene6_UP,Gene72_UP} : 48
{Gene96_Down,Gene47_UP} : 43
{Gene52_Down,Gene24_Down} : 46
{Gene54_UP,Gene47_UP} : 43
{Gene91_UP,Gene47_UP} : 48
{Gene28_Down,Gene80_Down} : 44
{Gene16_Down,Gene70_Down} : 40
{Gene47_UP,Gene77_UP} : 41
{Gene88_Down,Gene59_UP} : 55
{Gene70_Down,Gene82_Down} : 46
{Gene11_Down,Gene58_Down} : 40
{Gene70_Down,Gene68_Down} : 40
{Gene15_Down,Gene72_UP} : 42
{Gene66_UP,Gene1_UP} : 40
{Gene10_Down,Gene45_UP} : 40
{Gene82_Down,Gene2_Down} : 43
{Gene38_Down,Gene95_Down} : 42
{Gene1_UP,Gene13_Down} : 44
{Gene72_UP,Gene78_UP} : 44
{Gene36_UP,Gene32_Down} : 40
{Gene2_Down,Gene47_UP} : 48
{Gene68_Down,Gene59_UP} : 49
{Gene70_Down,Gene89_UP} : 42
{Gene53_UP,Gene13_Down} : 41
{Gene72_UP,Gene75_UP} : 40
{Gene70_Down,Gene17_UP} : 41
{Gene10_Down,Gene71_UP} : 42
{Gene38_Down,Gene7_Down} : 40
{Gene6_UP,Gene96_Down} : 43
{Gene28_Down,Gene87_UP} : 52
{Gene41_Down,Gene88_Down} : 52
{Gene8_UP,Gene28_Down} : 41
{Gene76_Down,Gene41_Down} : 41
{Gene69_Down,Gene72_UP} : 44
{Gene72_UP,Gene97_Down} : 51
{Gene89_UP,Gene28_Down} : 42
{Gene47_UP,Gene11_Down} : 40
{Gene37_UP,Gene59_UP} : 40
{Gene40_Down,Gene72_UP} : 41
{Gene5_UP,Gene91_UP} : 40
{Gene10_Down,Gene32_Down} : 49
{Gene6_UP,Gene88_Down} : 45
{Gene88_Down,Gene86_Down} : 42
{Gene96_Down,Gene8_UP} : 45
{Gene8_UP,Gene52_Down} : 40
{Gene69_Down,Gene2_Down} : 44
{Gene65_Down,Gene32_Down} : 47
{Gene72_UP,Gene38_Down} : 51
{Gene82_Down,Gene8_UP} : 44
{Gene87_UP,Gene35_Down} : 40
{Gene38_Down,Gene30_Down} : 45
{Gene72_UP,Gene25_UP} : 41
{Gene52_Down,Gene2_Down} : 46
{Gene28_Down,Gene8_UP} : 41
{Gene41_Down,Gene47_UP} : 46
{Gene45_UP,Gene88_Down} : 41
{Gene38_Down,Gene89_UP} : 45
{Gene32_Down,Gene82_Down} : 42
{Gene100_Down,Gene10_Down} : 42
{Gene97_Down,Gene72_UP} : 51
{Gene97_Down,Gene82_Down} : 51
{Gene28_Down,Gene16_Down} : 41
{Gene65_Down,Gene1_UP} : 48
{Gene50_UP,Gene38_Down} : 40
{Gene28_Down,Gene52_Down} : 52
{Gene59_UP,Gene19_Down} : 41
{Gene28_Down,Gene65_Down} : 43
{Gene65_Down,Gene38_Down} : 50
{Gene88_Down,Gene25_UP} : 40
{Gene29_Down,Gene38_Down} : 41
{Gene95_Down,Gene88_Down} : 45
{Gene67_UP,Gene80_Down} : 43
{Gene52_Down,Gene88_Down} : 47
{Gene78_UP,Gene38_Down} : 44
{Gene65_Down,Gene67_UP} : 45
{Gene59_UP,Gene24_Down} : 47
{Gene38_Down,Gene59_UP} : 53
{Gene95_Down,Gene82_Down} : 43
{Gene70_Down,Gene16_Down} : 40
{Gene24_Down,Gene52_Down} : 46
{Gene28_Down,Gene69_Down} : 47
{Gene47_UP,Gene65_Down} : 43
{Gene72_UP,Gene34_Down} : 42
{Gene38_Down,Gene1_UP} : 54
{Gene96_Down,Gene89_UP} : 41
{Gene76_Down,Gene8_UP} : 40
{Gene13_Down,Gene70_Down} : 45
{Gene32_Down,Gene52_Down} : 45
{Gene76_Down,Gene1_UP} : 43
{Gene72_UP,Gene82_Down} : 58
{Gene38_Down,Gene5_UP} : 41
{Gene1_UP,Gene78_UP} : 40
{Gene13_Down,Gene87_UP} : 44
{Gene66_UP,Gene38_Down} : 45
{Gene13_Down,Gene59_UP} : 54
{Gene54_UP,Gene18_Down} : 41
{Gene15_Down,Gene88_Down} : 40
{Gene1_UP,Gene28_Down} : 48
{Gene28_Down,Gene17_UP} : 40
{Gene8_UP,Gene80_Down} : 46
{Gene65_Down,Gene96_Down} : 43
{Gene67_UP,Gene91_UP} : 46
{Gene81_UP,Gene52_Down} : 40
{Gene67_UP,Gene41_Down} : 41
{Gene99_UP,Gene38_Down} : 45
{Gene38_Down,Gene54_UP} : 46
{Gene59_UP,Gene52_Down} : 48
{Gene2_Down,Gene80_Down} : 44
{Gene96_Down,Gene66_UP} : 44
{Gene15_Down,Gene1_UP} : 42
{Gene45_UP,Gene82_Down} : 40
{Gene72_UP,Gene96_Down} : 59
{Gene76_Down,Gene38_Down} : 44
{Gene96_Down,Gene70_Down} : 44
{Gene28_Down,Gene45_UP} : 41
{Gene11_Down,Gene47_UP} : 40
{Gene45_UP,Gene70_Down} : 40
{Gene96_Down,Gene69_Down} : 41
{Gene38_Down,Gene23_UP} : 41
{Gene76_Down,Gene87_UP} : 41
{Gene10_Down,Gene94_UP} : 50
{Gene1_UP,Gene70_Down} : 50
{Gene10_Down,Gene76_Down} : 42
{Gene89_UP,Gene32_Down} : 40
{Gene99_UP,Gene6_UP} : 40
{Gene96_Down,Gene80_Down} : 42
{Gene65_Down,Gene58_Down} : 46
{Gene6_UP,Gene59_UP} : 51
{Gene32_Down,Gene91_UP} : 48
{Gene28_Down,Gene6_UP} : 50
{Gene72_UP,Gene84_UP} : 41
{Gene25_UP,Gene88_Down} : 40
{Gene91_UP,Gene11_Down} : 41
{Gene38_Down,Gene2_Down} : 50
{Gene21_UP,Gene65_Down} : 41
{Gene46_Down,Gene59_UP} : 40
{Gene80_Down,Gene54_UP} : 44
{Gene82_Down,Gene52_Down} : 46
{Gene58_Down,Gene52_Down} : 42
{Gene2_Down,Gene67_UP} : 43
{Gene70_Down,Gene47_UP} : 48
{Gene48_UP,Gene59_UP} : 43
{Gene41_Down,Gene80_Down} : 41
{Gene88_Down,Gene18_Down} : 41
{Gene36_UP,Gene8_UP} : 41
{Gene28_Down,Gene33_Down} : 40
{Gene91_UP,Gene2_Down} : 44
{Gene88_Down,Gene87_UP} : 54
{Gene32_Down,Gene100_Down} : 41
{Gene38_Down,Gene14_UP} : 40
{Gene10_Down,Gene88_Down} : 52
{Gene28_Down,Gene10_Down} : 51
{Gene13_Down,Gene91_UP} : 44
{Gene24_Down,Gene47_UP} : 41
{Gene72_UP,Gene11_Down} : 44
{Gene72_UP,Gene24_Down} : 46
{Gene10_Down,Gene78_UP} : 41
{Gene38_Down,Gene91_UP} : 53
{Gene41_Down,Gene13_Down} : 44
{Gene44_Down,Gene82_Down} : 46
{Gene52_Down,Gene91_UP} : 44
{Gene58_Down,Gene87_UP} : 45
{Gene59_UP,Gene2_Down} : 48
{Gene6_UP,Gene32_Down} : 50
{Gene72_UP,Gene19_Down} : 40
{Gene87_UP,Gene21_UP} : 41
{Gene6_UP,Gene47_UP} : 47
{Gene29_Down,Gene96_Down} : 41
{Gene22_UP,Gene1_UP} : 40
{Gene24_Down,Gene82_Down} : 40
{Gene72_UP,Gene10_Down} : 48
{Gene10_Down,Gene22_UP} : 40
{Gene2_Down,Gene38_Down} : 50
{Gene47_UP,Gene24_Down} : 41
{Gene38_Down,Gene63_UP} : 40
{Gene1_UP,Gene2_Down} : 46
{Gene99_UP,Gene52_Down} : 42
{Gene5_UP,Gene38_Down} : 41
{Gene38_Down,Gene94_UP} : 51
{Gene38_Down,Gene65_Down} : 50
{Gene69_Down,Gene47_UP} : 44
{Gene10_Down,Gene81_UP} : 43
{Gene65_Down,Gene47_UP} : 43
{Gene28_Down,Gene68_Down} : 42
{Gene71_UP,Gene87_UP} : 40
{Gene100_Down,Gene59_UP} : 41
{Gene1_UP,Gene24_Down} : 46
{Gene78_UP,Gene10_Down} : 41
{Gene72_UP,Gene58_Down} : 47
{Gene59_UP,Gene32_Down} : 52
{Gene68_Down,Gene36_UP} : 42
{Gene87_UP,Gene59_UP} : 51
{Gene52_Down,Gene38_Down} : 55
{Gene88_Down,Gene95_Down} : 45
{Gene80_Down,Gene10_Down} : 48
{Gene59_UP,Gene94_UP} : 45
{Gene32_Down,Gene94_UP} : 49
{Gene10_Down,Gene46_Down} : 40
{Gene2_Down,Gene69_Down} : 44
{Gene8_UP,Gene38_Down} : 45
{Gene59_UP,Gene9_UP} : 41
{Gene38_Down,Gene29_Down} : 41
{Gene87_UP,Gene54_UP} : 48
{Gene72_UP,Gene44_Down} : 49
{Gene2_Down,Gene54_UP} : 43
{Gene88_Down,Gene36_UP} : 44
{Gene54_UP,Gene59_UP} : 49
{Gene78_UP,Gene13_Down} : 41
{Gene68_Down,Gene10_Down} : 43
{Gene2_Down,Gene70_Down} : 44
{Gene10_Down,Gene41_Down} : 49
{Gene87_UP,Gene67_UP} : 43
{Gene69_Down,Gene88_Down} : 49
{Gene17_UP,Gene70_Down} : 41
{Gene6_UP,Gene99_UP} : 40
{Gene67_UP,Gene1_UP} : 50
{Gene59_UP,Gene72_UP} : 62
{Gene77_UP,Gene13_Down} : 40
{Gene55_UP,Gene80_Down} : 40
{Gene10_Down,Gene21_UP} : 48
{Gene13_Down,Gene1_UP} : 44
{Gene72_UP,Gene29_Down} : 40
{Gene47_UP,Gene45_UP} : 40
{Gene88_Down,Gene15_Down} : 40
{Gene76_Down,Gene88_Down} : 46
{Gene72_UP,Gene23_UP} : 44
{Gene11_Down,Gene70_Down} : 40
{Gene25_UP,Gene13_Down} : 40
{Gene67_UP,Gene54_UP} : 40
{Gene72_UP,Gene98_Down} : 40
{Gene54_UP,Gene2_Down} : 43
{Gene78_UP,Gene41_Down} : 40
{Gene87_UP,Gene81_UP} : 42
{Gene87_UP,Gene95_Down} : 43
{Gene21_UP,Gene28_Down} : 47
{Gene1_UP,Gene95_Down} : 41
{Gene45_UP,Gene10_Down} : 40
{Gene16_Down,Gene82_Down} : 43
{Gene72_UP,Gene30_Down} : 41
{Gene19_Down,Gene59_UP} : 41
{Gene28_Down,Gene95_Down} : 43
{Gene38_Down,Gene72_UP} : 51
{Gene38_Down,Gene55_UP} : 41
{Gene41_Down,Gene76_Down} : 41
{Gene62_Down,Gene59_UP} : 40
{Gene54_UP,Gene20_Down} : 40
{Gene36_UP,Gene28_Down} : 41
{Gene72_UP,Gene68_Down} : 48
{Gene71_UP,Gene38_Down} : 44
{Gene32_Down,Gene37_UP} : 40
{Gene41_Down,Gene81_UP} : 40
{Gene11_Down,Gene10_Down} : 42
{Gene16_Down,Gene38_Down} : 41
{Gene65_Down,Gene94_UP} : 42
{Gene41_Down,Gene38_Down} : 50
{Gene82_Down,Gene6_UP} : 45
{Gene32_Down,Gene28_Down} : 50
{Gene96_Down,Gene36_UP} : 46
{Gene79_Down,Gene96_Down} : 41
{Gene66_UP,Gene78_UP} : 40
{Gene47_UP,Gene80_Down} : 44
{Gene47_UP,Gene26_UP} : 40
{Gene70_Down,Gene87_UP} : 46
{Gene88_Down,Gene94_UP} : 40
{Gene68_Down,Gene52_Down} : 40
{Gene41_Down,Gene59_UP} : 47
{Gene85_Down,Gene72_UP} : 40
{Gene54_UP,Gene96_Down} : 45
{Gene47_UP,Gene68_Down} : 41
{Gene54_UP,Gene95_Down} : 41
{Gene88_Down,Gene89_UP} : 41
{Gene59_UP,Gene78_UP} : 44
{Gene52_Down,Gene94_UP} : 41
{Gene91_UP,Gene67_UP} : 46
{Gene100_Down,Gene32_Down} : 41
{Gene41_Down,Gene69_Down} : 46
{Gene68_Down,Gene58_Down} : 40
{Gene38_Down,Gene12_UP} : 41
{Gene59_UP,Gene47_UP} : 47
{Gene69_Down,Gene54_UP} : 45
{Gene69_Down,Gene38_Down} : 46
{Gene47_UP,Gene16_Down} : 41
{Gene15_Down,Gene13_Down} : 41
{Gene86_Down,Gene88_Down} : 42
{Gene36_UP,Gene82_Down} : 44
{Gene10_Down,Gene91_UP} : 49
{Gene65_Down,Gene21_UP} : 41
{Gene38_Down,Gene8_UP} : 45
{Gene76_Down,Gene69_Down} : 41
{Gene88_Down,Gene37_UP} : 43
{Gene82_Down,Gene66_UP} : 40
{Gene23_UP,Gene28_Down} : 40
{Gene8_UP,Gene1_UP} : 43
{Gene55_UP,Gene1_UP} : 41
{Gene1_UP,Gene54_UP} : 50
{Gene68_Down,Gene91_UP} : 43
{Gene48_UP,Gene72_UP} : 44
{Gene69_Down,Gene52_Down} : 47
{Gene28_Down,Gene90_UP} : 40
{Gene88_Down,Gene66_UP} : 42
{Gene54_UP,Gene1_UP} : 50
{Gene55_UP,Gene96_Down} : 41
{Gene88_Down,Gene30_Down} : 41
{Gene24_Down,Gene72_UP} : 46
{Gene70_Down,Gene76_Down} : 43
{Gene60_UP,Gene88_Down} : 42
{Gene47_UP,Gene72_UP} : 46
{Gene52_Down,Gene69_Down} : 47
{Gene10_Down,Gene24_Down} : 43
{Gene80_Down,Gene2_Down} : 44
{Gene28_Down,Gene1_UP} : 48
{Gene70_Down,Gene1_UP} : 50
{Gene72_UP,Gene69_Down} : 44
{Gene38_Down,Gene53_UP} : 40
{Gene48_UP,Gene13_Down} : 40
{Gene1_UP,Gene69_Down} : 44
{Gene38_Down,Gene16_Down} : 41
{Gene4_Down,Gene72_UP} : 40
{Gene99_UP,Gene87_UP} : 40
{Gene65_Down,Gene41_Down} : 42
{Gene65_Down,Gene91_UP} : 45
{Gene81_UP,Gene54_UP} : 43
{Gene96_Down,Gene13_Down} : 49
{Gene24_Down,Gene80_Down} : 45
{Gene8_UP,Gene72_UP} : 47
{Gene82_Down,Gene72_UP} : 58
{Gene13_Down,Gene97_Down} : 49
{Gene41_Down,Gene8_UP} : 43
{Gene87_UP,Gene47_UP} : 48
{Gene95_Down,Gene59_UP} : 47
{Gene24_Down,Gene59_UP} : 47
{Gene88_Down,Gene19_Down} : 41
{Gene54_UP,Gene82_Down} : 40
