printing l1
[Gene52_Down, Gene47_UP] : 45
[Gene46_Down, Gene54_UP] : 36
[Gene53_Down, Gene1_UP] : 35
[Gene58_Down, Gene89_UP] : 36
[Gene50_Down, Gene8_UP] : 34
[Gene78_UP, Gene42_Down] : 35
[Gene76_Down, Gene29_UP] : 33
[Gene75_UP, Gene51_Down] : 36
[Gene96_Down, Gene7_Down] : 33
[Gene18_Down, Gene37_UP] : 32
[Gene30_Down, Gene34_Down] : 32
[Gene44_Down, Gene20_Down] : 33
[Gene24_Down, Gene40_Down] : 32
[Gene51_Down, Gene13_Down] : 41
[Gene41_Down, Gene23_Down] : 33
[Gene7_UP, Gene65_Down] : 32
[Gene85_Down, Gene47_UP] : 35
[Gene18_UP, Gene95_Down] : 31
[Gene6_UP, Gene10_Down] : 47
[Gene38_Down, Gene81_UP] : 44
[Gene10_Down, Gene94_UP] : 50
[Gene39_Down, Gene70_Down] : 34
[Gene21_Down, Gene88_Down] : 31
[Gene77_Down, Gene32_Down] : 31
[Gene80_Down, Gene29_Down] : 33
[Gene52_Down, Gene57_Down] : 36
[Gene41_Down, Gene68_Down] : 36
[Gene96_Down, Gene13_Down] : 49
[Gene85_Down, Gene24_Down] : 34
[Gene76_Down, Gene33_Down] : 34
[Gene82_Down, Gene27_Down] : 35
[Gene10_Down, Gene99_Down] : 31
[Gene69_Down, Gene40_Down] : 36
[Gene51_Down, Gene58_Down] : 37
[Gene24_Down, Gene40_UP] : 31
[Gene47_UP, Gene38_Down] : 54
[Gene38_Down, Gene31_UP] : 37
[Gene96_Down, Gene83_UP] : 41
[Gene33_Down, Gene21_UP] : 31
[Gene28_Down, Gene63_UP] : 37
[Gene60_Down, Gene8_UP] : 31
[Gene39_Down, Gene54_UP] : 31
[Gene59_UP, Gene73_Down] : 40
[Gene12_UP, Gene41_Down] : 32
[Gene23_UP, Gene86_Down] : 30
[Gene96_Down, Gene68_UP] : 31
[Gene50_UP, Gene1_UP] : 36
[Gene10_Down, Gene33_UP] : 34
[Gene24_Down, Gene77_UP] : 38
[Gene3_Down, Gene8_UP] : 35
[Gene9_UP, Gene41_Down] : 31
[Gene96_Down, Gene81_UP] : 39
[Gene7_UP, Gene32_Down] : 33
[Gene100_UP, Gene81_UP] : 32
[Gene78_UP, Gene95_Down] : 40
[Gene91_UP, Gene95_Down] : 35
[Gene14_UP, Gene41_Down] : 34
[Gene10_Down, Gene74_UP] : 35
[Gene96_Down, ALL] : 33
[Gene17_Down, Gene2_Down] : 30
[Gene9_Down, Gene10_Down] : 31
[Gene46_Down, Gene65_Down] : 33
[Gene14_Down, Gene97_Down] : 31
[Gene28_Down, Gene83_Down] : 33
[Gene38_Down, Gene73_Down] : 34
[Gene35_Down, Gene76_Down] : 35
[Gene23_Down, Gene88_Down] : 32
[Gene16_Down, Gene95_Down] : 30
[Gene79_Down, Gene32_Down] : 36
[Gene69_Down, Gene42_Down] : 30
[Gene96_Down, Gene15_Down] : 40
[Gene29_Down, Gene82_Down] : 34
[Gene53_Down, Gene58_Down] : 30
[Gene83_UP, Gene88_Down] : 36
[Gene31_Down, Gene28_Down] : 37
[Gene10_Down, Gene49_Down] : 34
[Gene44_Down, Gene15_Down] : 32
[Gene32_Down, Gene27_Down] : 35
[Gene35_Down, Gene24_Down] : 31
[Gene46_Down, Gene13_Down] : 35
[Gene18_Down, Gene41_Down] : 37
[Gene43_Down, Gene16_Down] : 30
[Gene12_UP, Gene91_UP] : 36
[Gene72_UP, Gene31_UP] : 38
[Gene22_UP, Gene81_UP] : 31
[Gene8_UP, Gene22_Down] : 30
[Gene46_UP, Gene13_Down] : 33
[Gene69_Down, Gene59_UP] : 46
[Gene59_UP, Gene40_Down] : 36
[Gene78_UP, Gene83_UP] : 33
[Gene67_UP, Gene94_UP] : 40
[Gene87_UP, Gene74_UP] : 33
[Gene72_UP, Gene89_UP] : 46
[Gene84_UP, Gene77_UP] : 36
[Gene17_Down, Gene88_Down] : 32
[Gene68_Down, Gene37_Down] : 31
[Gene31_Down, Gene81_UP] : 32
[Gene77_Down, Gene28_Down] : 32
[Gene48_UP, Gene42_Down] : 31
[Gene24_Down, Gene25_UP] : 35
[Gene23_UP, Gene2_Down] : 35
[Gene27_UP, Gene88_Down] : 37
[Gene18_Down, Gene45_UP] : 34
[Gene18_Down, Gene22_UP] : 31
[Gene22_UP, Gene1_UP] : 40
[Gene76_Down, Gene19_Down] : 36
[Gene58_Down, Gene37_Down] : 30
[Gene38_Down, Gene57_Down] : 36
[Gene10_Down, Gene18_UP] : 35
[Gene23_UP, Gene76_Down] : 35
[Gene19_UP, Gene1_UP] : 32
[Gene12_UP, Gene8_UP] : 36
[Gene6_UP, Gene14_UP] : 38
[Gene11_Down, Gene25_UP] : 36
[Gene8_UP, Gene54_UP] : 49
[Gene3_UP, Gene59_UP] : 42
[Gene6_UP, Gene56_UP] : 30
[Gene76_Down, Gene1_UP] : 43
[Gene51_UP, Gene82_Down] : 31
[Gene37_UP, Gene68_Down] : 30
[Gene39_UP, Gene82_Down] : 35
[Gene3_Down, Gene80_Down] : 32
[Gene21_UP, Gene4_Down] : 35
[Gene34_Down, Gene89_UP] : 36
[Gene28_Down, Gene19_Down] : 43
[Gene80_Down, Gene54_UP] : 44
[Gene87_UP, Gene90_Down] : 33
[Gene28_Down, Gene71_UP] : 42
[Gene61_UP, Gene32_Down] : 32
[Gene14_Down, Gene8_UP] : 34
[Gene57_UP, Gene40_Down] : 31
[Gene8_UP, Gene95_Down] : 43
[Gene6_UP, Gene31_UP] : 33
[Gene1_UP, Gene36_UP] : 43
[Gene43_Down, Gene60_UP] : 30
[Gene19_UP, Gene95_Down] : 32
[Gene97_Down, Gene22_UP] : 33
[Gene84_Down, Gene59_UP] : 37
[Gene64_Down, Gene1_UP] : 37
[Gene97_Down, Gene84_UP] : 32
[Gene16_Down, Gene1_UP] : 37
[Gene82_Down, Gene81_UP] : 36
[Gene74_Down, Gene66_UP] : 36
[Gene2_Down, Gene90_Down] : 32
[Gene51_Down, Gene93_UP] : 30
[Gene2_Down, Gene25_UP] : 37
[Gene59_UP, Gene49_UP] : 37
[Gene19_UP, Gene89_UP] : 31
[Gene33_UP, Gene32_Down] : 34
[Gene55_UP, Gene21_UP] : 34
[Gene22_UP, Gene54_UP] : 34
[Gene100_UP, Gene96_Down] : 35
[Gene41_Down, Gene90_UP] : 35
[Gene87_UP, Gene30_Down] : 38
[Gene14_UP, Gene44_Down] : 32
[Gene59_UP, Gene19_UP] : 35
[Gene62_Down, Gene77_UP] : 32
[Gene11_Down, Gene15_UP] : 30
[Gene94_UP, Gene95_Down] : 36
[Gene59_UP, Gene70_Down] : 49
[Gene59_UP, Gene12_Down] : 37
[Gene30_Down, Gene89_UP] : 33
[Gene37_UP, Gene100_Down] : 31
[Gene38_Down, Gene66_UP] : 45
[Gene84_UP, Gene30_Down] : 30
[Gene12_UP, Gene18_Down] : 30
[Gene72_UP, Gene22_Down] : 37
[Gene20_Down, Gene4_Down] : 32
[Gene2_Down, Gene22_Down] : 32
[Gene30_Down, Gene20_Down] : 33
[Gene10_Down, Gene40_Down] : 38
[Gene74_Down, Gene2_Down] : 34
[Gene97_Down, Gene37_UP] : 32
[Gene9_Down, Gene82_Down] : 31
[Gene3_Down, Gene88_Down] : 39
[Gene58_Down, Gene91_UP] : 45
[Gene44_Down, Gene94_UP] : 33
[Gene10_Down, Gene46_UP] : 30
[Gene80_Down, Gene94_UP] : 40
[Gene74_UP, Gene13_Down] : 33
[Gene31_UP, Gene57_Down] : 30
[Gene55_UP, Gene36_UP] : 32
[Gene72_UP, Gene19_UP] : 34
[Gene66_UP, Gene25_UP] : 36
[Gene14_UP, Gene77_UP] : 33
[Gene47_UP, Gene44_UP] : 31
[Gene37_UP, Gene54_UP] : 40
[Gene55_UP, Gene65_Down] : 37
[Gene44_Down, Gene74_Down] : 32
[Gene86_Down, Gene32_Down] : 35
[Gene38_Down, Gene80_Down] : 47
[Gene76_Down, Gene42_Down] : 30
[Gene96_Down, Gene22_Down] : 32
[Gene28_Down, Gene90_Down] : 31
[Gene53_Down, Gene65_Down] : 34
[Gene30_Down, Gene88_Down] : 41
[Gene23_UP, Gene51_Down] : 34
[Gene55_UP, Gene88_Down] : 34
[Gene12_UP, Gene76_Down] : 37
[Gene88_Down, Gene89_UP] : 41
[Gene49_Down, Gene90_UP] : 31
[Gene63_UP, Gene10_Down] : 34
[Gene56_UP, Gene84_Down] : 30
[Gene85_Down, Gene76_Down] : 34
[Gene69_Down, Gene92_Down] : 38
[Gene79_Down, Gene82_Down] : 37
[Gene96_Down, Gene65_Down] : 43
[Gene64_Down, Gene97_Down] : 30
[Gene73_Down, Gene88_Down] : 40
[Gene31_UP, Gene95_Down] : 33
[Gene52_Down, Gene100_Down] : 33
[Gene11_Down, Gene30_Down] : 37
[Gene31_Down, Gene10_Down] : 38
[Gene84_UP, Gene65_Down] : 35
[Gene43_Down, Gene1_UP] : 36
[Gene15_Down, Gene57_Down] : 30
[Gene24_Down, Gene48_Down] : 30
[Gene28_Down, Gene44_Down] : 39
[Gene58_Down, Gene14_Down] : 31
[Gene38_Down, Gene34_Down] : 41
[Gene45_UP, Gene37_Down] : 30
[Gene9_UP, Gene28_Down] : 35
[Gene94_UP, Gene54_UP] : 39
[Gene91_UP, Gene57_UP] : 31
[Gene87_UP, Gene61_UP] : 32
[Gene67_UP, Gene81_UP] : 36
[Gene71_UP, Gene77_UP] : 35
[Gene72_UP, Gene76_UP] : 31
[Gene92_Down, Gene91_UP] : 35
[Gene44_Down, Gene21_UP] : 37
[Gene61_UP, Gene41_Down] : 34
[Gene11_Down, Gene36_UP] : 36
[Gene18_UP, Gene65_Down] : 30
[Gene93_Down, Gene80_Down] : 32
[Gene9_UP, Gene70_Down] : 31
[Gene9_UP, Gene66_UP] : 31
[Gene67_UP, Gene8_UP] : 39
[Gene69_Down, Gene8_UP] : 37
[Gene87_UP, Gene64_Down] : 34
[Gene80_Down, Gene93_UP] : 32
[Gene78_UP, Gene99_UP] : 30
[Gene60_UP, Gene13_Down] : 31
[Gene9_Down, Gene69_Down] : 35
[Gene72_UP, Gene64_Down] : 37
[Gene98_Down, Gene2_Down] : 36
[Gene3_Down, Gene97_Down] : 31
[Gene5_Down, Gene95_Down] : 32
[Gene96_Down, Gene4_Down] : 37
[Gene8_UP, Gene100_Down] : 32
[Gene14_UP, Gene2_Down] : 37
[Gene85_Down, Gene44_Down] : 34
[Gene96_Down, Gene33_Down] : 34
[Gene43_Down, Gene86_Down] : 32
[Gene80_Down, Gene49_Down] : 31
[Gene52_Down, Gene77_Down] : 32
[Gene34_Down, Gene95_Down] : 35
[Gene97_Down, Gene32_Down] : 36
[Gene64_Down, Gene65_Down] : 33
[Gene53_Down, Gene76_Down] : 33
[Gene41_Down, Gene88_Down] : 52
[Gene4_Down, Gene94_UP] : 30
[Gene85_Down, Gene29_UP] : 30
[Gene10_Down, Gene5_UP] : 39
[Gene67_UP, Gene11_Down] : 34
[Gene17_UP, Gene16_Down] : 33
[Gene11_Down, Gene71_UP] : 37
[Gene63_Down, Gene25_UP] : 33
[Gene37_UP, Gene88_Down] : 43
[Gene76_Down, Gene60_UP] : 36
[Gene47_UP, Gene39_Down] : 33
[Gene50_UP, Gene41_Down] : 30
[Gene9_Down, Gene59_UP] : 35
[Gene10_Down, Gene100_Down] : 42
[Gene60_UP, Gene70_Down] : 37
[Gene64_UP, Gene88_Down] : 36
[Gene10_Down, Gene98_UP] : 32
[Gene83_Down, Gene54_UP] : 34
[Gene87_UP, Gene84_Down] : 33
[Gene73_UP, Gene54_UP] : 34
[Gene50_UP, Gene77_UP] : 32
[Gene72_UP, Gene55_UP] : 41
[Gene56_UP, Gene71_UP] : 32
[Gene67_UP, Gene60_UP] : 36
[Gene61_UP, Gene66_UP] : 30
[Gene91_UP, Gene36_UP] : 37
[Gene37_UP, Gene90_UP] : 32
[Gene33_UP, Gene94_UP] : 32
[Gene3_Down, Gene91_UP] : 30
[Gene96_Down, Gene79_UP] : 30
[Gene37_UP, Gene21_UP] : 35
[Gene22_UP, Gene36_UP] : 35
[Gene47_UP, Gene50_Down] : 33
[Gene91_UP, Gene46_Down] : 31
[Gene4_Down, Gene89_UP] : 31
[Gene85_Down, Gene37_UP] : 32
[Gene28_Down, Gene18_UP] : 30
[Gene40_UP, Gene8_UP] : 31
[Gene6_UP, Gene42_UP] : 31
[Gene47_UP, Gene1_UP] : 49
[Gene67_UP, Gene73_Down] : 30
[Gene10_Down, Gene11_Down] : 42
[Gene92_UP, Gene88_Down] : 35
[Gene29_Down, Gene25_UP] : 31
[Gene67_UP, Gene12_Down] : 30
[Gene43_Down, Gene38_Down] : 36
[Gene28_Down, Gene53_Down] : 32
[Gene49_Down, Gene32_Down] : 35
[Gene24_Down, Gene57_Down] : 31
[Gene52_Down, Gene29_Down] : 34
[Gene68_Down, Gene13_Down] : 41
[Gene35_Down, Gene46_Down] : 30
[Gene16_Down, Gene65_Down] : 34
[Gene7_Down, Gene92_Down] : 31
[Gene97_Down, Gene2_Down] : 40
[Gene29_Down, Gene81_UP] : 31
[Gene4_Down, Gene95_Down] : 34
[Gene3_Down, Gene96_Down] : 36
[Gene17_UP, Gene30_Down] : 36
[Gene66_UP, Gene15_Down] : 35
[Gene69_Down, Gene84_UP] : 34
[Gene72_UP, Gene17_Down] : 34
[Gene20_UP, Gene41_Down] : 31
[Gene26_Down, Gene8_UP] : 32
[Gene75_UP, Gene100_Down] : 32
[Gene42_Down, Gene54_UP] : 31
[Gene8_UP, Gene16_UP] : 35
[Gene6_UP, Gene18_UP] : 31
[Gene3_UP, Gene1_UP] : 34
[Gene22_UP, Gene60_UP] : 32
[Gene61_UP, Gene21_UP] : 31
[Gene7_Down, Gene94_UP] : 30
[Gene97_Down, Gene66_UP] : 32
[Gene46_Down, Gene4_UP] : 31
[Gene7_Down, Gene20_Down] : 32
[Gene3_Down, Gene24_Down] : 32
[Gene47_UP, Gene51_Down] : 36
[Gene37_UP, Gene49_Down] : 33
[Gene84_Down, Gene82_Down] : 32
[Gene80_Down, Gene86_Down] : 36
[Gene96_Down, Gene70_Down] : 44
[Gene76_Down, Gene90_Down] : 30
[Gene21_UP, Gene95_Down] : 34
[Gene37_UP, Gene13_Down] : 36
[Gene63_UP, Gene76_Down] : 34
[Gene69_Down, Gene14_UP] : 32
[Gene58_Down, Gene99_UP] : 32
[Gene39_Down, Gene78_UP] : 32
[Gene71_UP, Gene94_UP] : 36
[Gene91_UP, Gene74_UP] : 31
[Gene84_UP, Gene81_UP] : 34
[Gene72_UP, Gene93_UP] : 40
[Gene75_UP, Gene90_UP] : 33
[Gene50_UP, Gene13_Down] : 34
[Gene26_UP, Gene36_UP] : 30
[Gene17_UP, Gene45_UP] : 34
[Gene92_Down, Gene17_UP] : 31
[Gene51_Down, Gene60_UP] : 34
[Gene76_Down, Gene34_Down] : 34
[Gene28_Down, Gene82_Down] : 48
[Gene11_Down, Gene99_Down] : 31
[Gene97_Down, Gene13_Down] : 49
[Gene68_Down, Gene42_Down] : 32
[Gene24_Down, Gene86_Down] : 38
[Gene52_Down, Gene58_Down] : 42
[Gene15_Down, Gene95_Down] : 35
[Gene96_Down, Gene14_Down] : 31
[Gene22_Down, Gene88_Down] : 32
[Gene69_Down, Gene41_Down] : 46
[Gene6_UP, Gene73_Down] : 38
[Gene33_UP, Gene19_Down] : 30
[Gene71_UP, Gene74_Down] : 30
[Gene47_UP, Gene97_Down] : 35
[Gene10_Down, Gene3_Down] : 37
[Gene11_Down, Gene2_Down] : 36
[Gene6_UP, Gene11_Down] : 37
[Gene44_Down, Gene91_UP] : 35
[Gene86_Down, Gene37_UP] : 34
[Gene66_UP, Gene68_Down] : 32
[Gene82_Down, Gene31_UP] : 34
[Gene3_Down, Gene85_UP] : 35
[Gene3_Down, Gene1_UP] : 35
[Gene12_UP, Gene88_Down] : 38
[Gene32_Down, Gene25_UP] : 38
[Gene9_UP, Gene82_Down] : 37
[Gene86_Down, Gene97_Down] : 30
[Gene88_Down, Gene95_Down] : 45
[Gene66_Down, Gene2_Down] : 30
[Gene7_Down, Gene61_Down] : 30
[Gene73_Down, Gene8_UP] : 33
[Gene56_UP, Gene24_Down] : 32
[Gene35_Down, Gene45_UP] : 30
[Gene46_UP, Gene40_Down] : 30
[Gene9_UP, Gene80_Down] : 33
[Gene44_Down, Gene48_UP] : 33
[Gene97_Down, Gene45_UP] : 35
[Gene72_UP, Gene61_Down] : 39
[Gene45_UP, Gene2_Down] : 35
[Gene98_UP, Gene32_Down] : 35
[Gene11_Down, Gene76_Down] : 32
[Gene41_Down, Gene46_Down] : 38
[Gene63_Down, Gene24_Down] : 33
[Gene74_Down, Gene13_Down] : 35
[Gene52_Down, Gene35_Down] : 38
[Gene30_Down, Gene57_Down] : 30
[Gene43_Down, Gene44_Down] : 33
[Gene28_Down, Gene22_UP] : 38
[Gene50_UP, Gene68_Down] : 32
[Gene28_Down, Gene89_UP] : 42
[Gene85_UP, Gene13_Down] : 33
[Gene93_UP, Gene81_UP] : 31
[Gene91_UP, Gene83_UP] : 35
[Gene8_UP, Gene56_Down] : 33
[Gene92_UP, Gene82_Down] : 31
[Gene100_Down, Gene94_UP] : 36
[Gene59_UP, Gene76_UP] : 30
[Gene99_UP, Gene36_UP] : 31
[Gene37_UP, Gene98_UP] : 30
[Gene87_UP, Gene48_UP] : 40
[Gene97_Down, Gene77_UP] : 34
[Gene56_UP, Gene58_Down] : 31
[Gene99_UP, Gene70_Down] : 38
[Gene19_Down, Gene13_Down] : 39
[Gene18_Down, Gene14_Down] : 31
[Gene83_Down, Gene91_UP] : 30
[Gene40_UP, Gene88_Down] : 36
[Gene74_Down, Gene37_UP] : 33
[Gene29_Down, Gene36_UP] : 31
[Gene20_Down, Gene45_UP] : 31
[Gene19_UP, Gene24_Down] : 33
[Gene98_Down, Gene88_Down] : 34
[Gene69_Down, Gene99_UP] : 38
[Gene55_UP, Gene95_Down] : 34
[Gene17_UP, Gene15_Down] : 31
[Gene75_UP, Gene13_Down] : 37
[Gene6_UP, Gene70_Down] : 49
[Gene6_UP, Gene62_Down] : 34
[Gene60_Down, Gene54_UP] : 30
[Gene81_UP, Gene33_Down] : 32
[Gene3_UP, Gene72_UP] : 38
[Gene74_UP, Gene1_UP] : 31
[Gene12_UP, Gene28_Down] : 42
[Gene66_Down, Gene8_UP] : 30
[Gene28_Down, Gene15_UP] : 33
[Gene86_Down, Gene8_UP] : 35
[Gene17_Down, Gene38_Down] : 30
[Gene28_Down, Gene27_Down] : 32
[Gene6_UP, Gene69_Down] : 43
[Gene20_Down, Gene36_UP] : 30
[Gene14_UP, Gene1_UP] : 35
[Gene28_Down, Gene85_UP] : 34
[Gene41_Down, Gene99_UP] : 37
[Gene64_UP, Gene93_UP] : 30
[Gene72_UP, Gene85_UP] : 34
[Gene67_UP, Gene90_UP] : 30
[Gene91_UP, Gene66_UP] : 38
[Gene63_UP, Gene94_UP] : 37
[Gene38_Down, Gene77_UP] : 42
[Gene11_Down, Gene94_UP] : 39
[Gene5_UP, Gene49_UP] : 31
[Gene6_UP, Gene48_UP] : 39
[Gene9_UP, Gene45_UP] : 32
[Gene47_UP, Gene7_UP] : 31
[Gene8_UP, Gene46_UP] : 35
[Gene90_UP, Gene70_Down] : 31
[Gene66_UP, Gene65_Down] : 35
[Gene49_UP, Gene32_Down] : 33
[Gene85_Down, Gene66_UP] : 32
[Gene83_UP, Gene32_Down] : 36
[Gene38_Down, Gene79_UP] : 39
[Gene59_UP, Gene81_Down] : 35
[Gene55_UP, Gene62_Down] : 31
[Gene59_UP, Gene33_Down] : 37
[Gene50_UP, Gene19_Down] : 31
[Gene67_UP, Gene64_Down] : 34
[Gene26_UP, Gene32_Down] : 32
[Gene26_UP, Gene94_UP] : 33
[Gene93_UP, Gene27_UP] : 31
[Gene37_UP, Gene83_UP] : 30
[Gene84_UP, Gene36_UP] : 33
[Gene75_UP, Gene45_UP] : 32
[Gene66_UP, Gene54_UP] : 37
[Gene77_UP, Gene43_UP] : 33
[Gene91_UP, Gene29_UP] : 31
[Gene61_UP, Gene59_UP] : 37
[Gene67_UP, Gene53_UP] : 32
[Gene99_UP, Gene21_UP] : 38
[Gene39_UP, Gene81_UP] : 31
[Gene71_UP, Gene49_UP] : 32
[Gene72_UP, Gene48_UP] : 44
[Gene77_UP, Gene32_Down] : 37
[Gene96_Down, Gene19_UP] : 34
[Gene22_UP, Gene57_Down] : 30
[Gene100_UP, Gene82_Down] : 31
[Gene62_Down, Gene81_UP] : 32
[Gene11_Down, Gene65_Down] : 36
[Gene30_Down, Gene46_Down] : 30
[Gene63_Down, Gene13_Down] : 37
[Gene52_Down, Gene24_Down] : 46
[Gene44_Down, Gene32_Down] : 33
[Gene35_Down, Gene41_Down] : 37
[Gene100_Down, Gene48_UP] : 31
[Gene38_Down, Gene74_Down] : 37
[Gene84_Down, Gene28_Down] : 32
[Gene24_Down, Gene88_Down] : 50
[Gene99_Down, Gene13_Down] : 30
[Gene44_Down, Gene68_Down] : 35
[Gene96_Down, Gene16_Down] : 44
[Gene69_Down, Gene43_Down] : 33
[Gene39_UP, Gene76_Down] : 32
[Gene100_Down, Gene85_UP] : 30
[Gene23_UP, Gene82_Down] : 35
[Gene14_UP, Gene38_Down] : 40
[Gene2_Down, Gene4_UP] : 33
[Gene32_Down, Gene1_UP] : 48
[Gene72_UP, Gene7_Down] : 40
[Gene96_Down, Gene98_Down] : 37
[Gene28_Down, Gene100_Down] : 38
[Gene86_UP, Gene32_Down] : 33
[Gene47_UP, Gene58_Down] : 44
[Gene63_Down, Gene38_Down] : 33
[Gene19_Down, Gene82_Down] : 39
[Gene85_Down, Gene16_Down] : 31
[Gene28_Down, Gene73_Down] : 37
[Gene88_Down, Gene13_Down] : 46
[Gene33_Down, Gene68_Down] : 30
[Gene86_Down, Gene15_Down] : 30
[Gene52_Down, Gene49_Down] : 33
[Gene69_Down, Gene32_Down] : 46
[Gene72_UP, Gene100_UP] : 32
[Gene52_Down, Gene78_UP] : 36
[Gene51_Down, Gene82_Down] : 37
[Gene41_Down, Gene92_Down] : 32
[Gene53_Down, Gene80_Down] : 34
[Gene63_Down, Gene70_Down] : 33
[Gene97_Down, Gene46_Down] : 31
[Gene69_Down, Gene74_Down] : 33
[Gene55_Down, Gene88_Down] : 37
[Gene44_UP, Gene38_Down] : 34
[Gene97_Down, Gene1_UP] : 39
[Gene3_UP, Gene91_UP] : 35
[Gene93_UP, Gene1_UP] : 35
[Gene10_Down, Gene25_UP] : 38
[Gene73_UP, Gene58_Down] : 30
[Gene51_Down, Gene36_UP] : 33
[Gene50_UP, Gene97_Down] : 32
[Gene74_Down, Gene77_UP] : 34
[Gene67_UP, Gene52_Down] : 44
[Gene47_UP, Gene92_Down] : 36
[Gene74_Down, Gene1_UP] : 38
[Gene24_Down, Gene22_UP] : 35
[Gene87_UP, Gene68_Down] : 46
[Gene18_Down, Gene58_Down] : 34
[Gene28_Down, Gene48_Down] : 31
[Gene71_UP, Gene95_Down] : 34
[Gene51_Down, Gene1_UP] : 38
[Gene31_Down, Gene1_UP] : 36
[Gene62_Down, Gene21_UP] : 33
[Gene72_UP, Gene88_Down] : 48
[Gene91_UP, Gene90_Down] : 31
[Gene37_UP, Gene1_UP] : 41
[Gene3_UP, Gene35_UP] : 30
[Gene8_UP, Gene30_UP] : 30
[Gene50_UP, Gene74_Down] : 31
[Gene76_Down, Gene56_Down] : 31
[Gene58_Down, Gene74_Down] : 36
[Gene35_Down, Gene97_Down] : 30
[Gene44_Down, Gene88_Down] : 39
[Gene20_Down, Gene99_UP] : 30
[Gene72_UP, Gene37_Down] : 36
[Gene22_UP, Gene65_Down] : 33
[Gene67_UP, Gene46_Down] : 33
[Gene98_Down, Gene68_Down] : 30
[Gene69_Down, Gene97_Down] : 35
[Gene14_UP, Gene26_UP] : 30
[Gene47_UP, Gene20_Down] : 34
[Gene41_Down, Gene84_UP] : 35
[Gene26_UP, Gene49_Down] : 30
[Gene6_UP, Gene1_UP] : 49
[Gene28_Down, Gene43_UP] : 37
[Gene47_UP, Gene30_Down] : 41
[Gene97_Down, Gene98_UP] : 33
[Gene61_UP, Gene97_Down] : 30
[Gene12_UP, Gene94_UP] : 34
[Gene72_UP, Gene34_UP] : 32
[Gene40_UP, Gene66_UP] : 33
[Gene91_UP, Gene15_UP] : 30
[Gene81_UP, Gene25_UP] : 33
[Gene21_UP, Gene85_UP] : 34
[Gene97_Down, ALL] : 33
[Gene23_UP, Gene96_Down] : 38
[Gene96_Down, Gene40_Down] : 34
[Gene41_Down, Gene95_Down] : 36
[Gene52_Down, Gene84_Down] : 30
[Gene80_Down, Gene56_Down] : 31
[Gene86_Down, Gene50_Down] : 30
[Gene44_Down, Gene92_Down] : 32
[Gene85_Down, Gene51_Down] : 32
[Gene10_Down, Gene96_Down] : 47
[Gene74_Down, Gene32_Down] : 34
[Gene26_Down, Gene80_Down] : 30
[Gene11_Down, Gene95_Down] : 35
[Gene24_Down, Gene82_Down] : 40
[Gene41_Down, Gene65_Down] : 42
[Gene44_Down, Gene62_Down] : 32
[Gene76_Down, Gene30_Down] : 34
[Gene80_Down, Gene98_UP] : 33
[Gene38_Down, Gene4_UP] : 37
[Gene9_Down, Gene15_Down] : 31
[Gene9_UP, Gene16_Down] : 30
[Gene62_Down, Gene65_Down] : 30
[Gene51_Down, Gene76_Down] : 34
[Gene97_Down, Gene30_Down] : 31
[Gene41_Down, Gene86_Down] : 31
[Gene57_Down, Gene70_Down] : 31
[Gene32_Down, Gene95_Down] : 41
[Gene31_Down, Gene96_Down] : 31
[Gene44_Down, Gene77_UP] : 32
[Gene67_UP, Gene26_UP] : 36
[Gene47_UP, Gene46_UP] : 30
[Gene39_UP, Gene54_UP] : 36
[Gene66_UP, Gene27_UP] : 31
[Gene45_UP, Gene48_UP] : 34
[Gene59_UP, Gene34_UP] : 34
[Gene56_UP, Gene37_UP] : 31
[Gene11_Down, Gene100_Down] : 33
[Gene87_UP, Gene79_Down] : 32
[Gene9_Down, Gene25_UP] : 32
[Gene76_Down, Gene11_UP] : 30
[Gene44_UP, Gene65_Down] : 32
[Gene5_UP, Gene91_UP] : 40
[Gene6_UP, Gene90_UP] : 34
[Gene53_Down, Gene55_UP] : 30
[Gene81_UP, Gene42_Down] : 31
[Gene23_UP, Gene34_Down] : 30
[Gene46_UP, Gene2_Down] : 32
[Gene92_Down, Gene66_UP] : 30
[Gene56_UP, Gene44_Down] : 34
[Gene96_Down, Gene29_Down] : 41
[Gene69_Down, Gene56_Down] : 30
[Gene28_Down, Gene97_Down] : 43
[Gene58_Down, Gene90_UP] : 32
[Gene1_UP, Gene56_Down] : 37
[Gene72_UP, Gene71_UP] : 36
[Gene50_UP, Gene93_UP] : 32
[Gene29_Down, Gene45_UP] : 34
[Gene61_Down, Gene1_UP] : 37
[Gene61_UP, Gene38_Down] : 34
[Gene17_UP, Gene95_Down] : 36
[Gene52_Down, Gene99_UP] : 42
[Gene4_Down, Gene54_UP] : 31
[Gene30_UP, Gene95_Down] : 30
[Gene56_UP, Gene70_Down] : 36
[Gene58_Down, Gene49_UP] : 34
[Gene47_UP, Gene22_Down] : 35
[Gene18_Down, Gene4_Down] : 31
[Gene9_Down, Gene13_Down] : 36
[Gene7_Down, Gene15_Down] : 31
[Gene10_Down, Gene38_Down] : 53
[Gene14_Down, Gene34_Down] : 30
[Gene28_Down, Gene20_Down] : 35
[Gene35_Down, Gene13_Down] : 35
[Gene18_Down, Gene30_Down] : 31
[Gene16_Down, Gene32_Down] : 36
[Gene71_UP, Gene88_Down] : 44
[Gene37_UP, Gene2_Down] : 38
[Gene52_Down, Gene13_Down] : 44
