printing l1
[Gene1_UP, Gene21_UP] : 44
[Gene6_UP, Gene23_UP] : 40
[Gene87_UP, Gene48_UP] : 40
[Gene91_UP, Gene68_Down] : 43
[Gene52_Down, Gene2_Down] : 46
[Gene41_Down, Gene54_UP] : 46
[Gene59_UP, Gene17_UP] : 42
[Gene47_UP, Gene82_Down] : 40
[Gene68_Down, Gene21_UP] : 40
[Gene52_Down, Gene96_Down] : 44
[Gene47_UP, Gene34_Down] : 40
[Gene52_Down, Gene94_UP] : 41
[Gene38_Down, Gene54_UP] : 46
[Gene6_UP, Gene38_Down] : 50
[Gene80_Down, Gene55_UP] : 40
[Gene47_UP, Gene13_Down] : 43
[Gene51_Down, Gene21_UP] : 42
[Gene87_UP, Gene2_Down] : 48
[Gene52_Down, Gene21_UP] : 41
[Gene87_UP, Gene99_UP] : 40
[Gene28_Down, Gene81_UP] : 42
[Gene52_Down, Gene82_Down] : 46
[Gene97_Down, Gene82_Down] : 51
[Gene32_Down, Gene70_Down] : 48
[Gene59_UP, Gene58_Down] : 49
[Gene47_UP, Gene36_UP] : 40
[Gene96_Down, Gene8_UP] : 45
[Gene6_UP, Gene70_Down] : 49
[Gene6_UP, Gene96_Down] : 43
[Gene87_UP, Gene52_Down] : 47
[Gene72_UP, Gene11_Down] : 44
[Gene67_UP, Gene82_Down] : 40
[Gene52_Down, Gene41_Down] : 47
[Gene33_Down, Gene88_Down] : 40
[Gene52_Down, Gene69_Down] : 47
[Gene47_UP, Gene26_UP] : 40
[Gene10_Down, Gene70_Down] : 50
[Gene12_UP, Gene13_Down] : 40
[Gene12_UP, Gene28_Down] : 42
[Gene68_Down, Gene54_UP] : 40
[Gene59_UP, Gene48_UP] : 43
[Gene8_UP, Gene68_Down] : 40
[Gene67_UP, Gene65_Down] : 45
[Gene87_UP, Gene35_Down] : 40
[Gene87_UP, Gene28_Down] : 52
[Gene72_UP, Gene41_Down] : 43
[Gene59_UP, Gene15_Down] : 40
[Gene6_UP, Gene69_Down] : 43
[Gene23_UP, Gene38_Down] : 41
[Gene59_UP, Gene80_Down] : 48
[Gene82_Down, Gene54_UP] : 40
[Gene69_Down, Gene88_Down] : 49
[Gene8_UP, Gene2_Down] : 41
[Gene38_Down, Gene95_Down] : 42
[Gene38_Down, Gene77_UP] : 42
[Gene59_UP, Gene96_Down] : 61
[Gene59_UP, Gene8_UP] : 49
[Gene38_Down, Gene94_UP] : 51
[Gene87_UP, Gene10_Down] : 47
[Gene52_Down, Gene10_Down] : 47
[Gene99_UP, Gene88_Down] : 42
[Gene67_UP, Gene96_Down] : 41
[Gene91_UP, Gene21_UP] : 47
[Gene97_Down, Gene54_UP] : 41
[Gene10_Down, Gene89_UP] : 41
[Gene78_UP, Gene88_Down] : 45
[Gene28_Down, Gene91_UP] : 46
[Gene28_Down, Gene2_Down] : 50
[Gene19_Down, Gene88_Down] : 41
[Gene69_Down, Gene38_Down] : 46
[Gene72_UP, Gene65_Down] : 44
[Gene96_Down, Gene2_Down] : 45
[Gene80_Down, Gene1_UP] : 47
[Gene59_UP, Gene42_Down] : 40
[Gene59_UP, Gene37_UP] : 40
[Gene38_Down, Gene89_UP] : 45
[Gene72_UP, Gene79_Down] : 42
[Gene8_UP, Gene89_UP] : 40
[Gene6_UP, Gene32_Down] : 50
[Gene21_UP, Gene70_Down] : 44
[Gene59_UP, Gene51_Down] : 43
[Gene24_Down, Gene2_Down] : 42
[Gene79_Down, Gene59_UP] : 44
[Gene11_Down, Gene70_Down] : 40
[Gene59_UP, Gene40_UP] : 40
[Gene38_Down, Gene2_Down] : 50
[Gene96_Down, Gene11_Down] : 42
[Gene47_UP, Gene68_Down] : 41
[Gene72_UP, Gene48_UP] : 44
[Gene80_Down, Gene71_UP] : 42
[Gene44_Down, Gene97_Down] : 44
[Gene10_Down, Gene81_UP] : 43
[Gene87_UP, Gene67_UP] : 43
[Gene59_UP, Gene28_Down] : 51
[Gene85_Down, Gene72_UP] : 40
[Gene16_Down, Gene66_UP] : 42
[Gene52_Down, Gene24_Down] : 46
[Gene72_UP, Gene23_UP] : 44
[Gene58_Down, Gene88_Down] : 45
[Gene24_Down, Gene88_Down] : 50
[Gene96_Down, Gene16_Down] : 44
[Gene41_Down, Gene1_UP] : 47
[Gene18_Down, Gene54_UP] : 41
[Gene72_UP, Gene98_Down] : 40
[Gene14_UP, Gene38_Down] : 40
[Gene1_UP, Gene95_Down] : 41
[Gene10_Down, Gene21_UP] : 48
[Gene32_Down, Gene1_UP] : 48
[Gene54_UP, Gene95_Down] : 41
[Gene59_UP, Gene24_Down] : 47
[Gene38_Down, Gene71_UP] : 44
[Gene72_UP, Gene7_Down] : 40
[Gene69_Down, Gene2_Down] : 44
[Gene72_UP, Gene1_UP] : 52
[Gene96_Down, Gene91_UP] : 43
[Gene38_Down, Gene78_UP] : 44
[Gene10_Down, Gene45_UP] : 40
[Gene52_Down, Gene72_UP] : 45
[Gene8_UP, Gene36_UP] : 41
[Gene47_UP, Gene58_Down] : 44
[Gene88_Down, Gene13_Down] : 46
[Gene69_Down, Gene32_Down] : 46
[Gene68_Down, Gene2_Down] : 45
[Gene6_UP, Gene94_UP] : 44
[Gene38_Down, Gene21_UP] : 45
[Gene76_Down, Gene88_Down] : 46
[Gene96_Down, Gene68_Down] : 40
[Gene96_Down, Gene58_Down] : 43
[Gene72_UP, Gene86_Down] : 41
[Gene2_Down, Gene36_UP] : 41
[Gene47_UP, Gene11_Down] : 40
[Gene76_Down, Gene8_UP] : 40
[Gene69_Down, Gene47_UP] : 44
[Gene80_Down, Gene60_UP] : 40
[Gene28_Down, Gene68_Down] : 42
[Gene38_Down, Gene58_Down] : 48
[Gene82_Down, Gene21_UP] : 43
[Gene28_Down, Gene23_UP] : 40
[Gene41_Down, Gene70_Down] : 42
[Gene87_UP, Gene96_Down] : 46
[Gene59_UP, Gene94_UP] : 45
[Gene38_Down, Gene48_UP] : 43
[Gene67_UP, Gene52_Down] : 44
[Gene28_Down, Gene32_Down] : 50
[Gene6_UP, Gene68_Down] : 44
[Gene80_Down, Gene76_Down] : 41
[Gene59_UP, Gene91_UP] : 47
[Gene72_UP, Gene78_UP] : 44
[Gene47_UP, Gene2_Down] : 48
[Gene87_UP, Gene68_Down] : 46
[Gene41_Down, Gene76_Down] : 41
[Gene52_Down, Gene65_Down] : 45
[Gene69_Down, Gene96_Down] : 41
[Gene52_Down, Gene59_UP] : 48
[Gene59_UP, Gene81_UP] : 41
[Gene72_UP, Gene40_Down] : 41
[Gene87_UP, Gene65_Down] : 43
[Gene72_UP, Gene88_Down] : 48
[Gene45_UP, Gene32_Down] : 42
[Gene54_UP, Gene13_Down] : 42
[Gene38_Down, Gene91_UP] : 53
[Gene41_Down, Gene58_Down] : 42
[Gene6_UP, Gene13_Down] : 50
[Gene65_Down, Gene1_UP] : 48
[Gene37_UP, Gene1_UP] : 41
[Gene66_UP, Gene1_UP] : 40
[Gene52_Down, Gene1_UP] : 46
[Gene72_UP, Gene25_UP] : 41
[Gene82_Down, Gene45_UP] : 40
[Gene74_Down, Gene54_UP] : 40
[Gene81_UP, Gene88_Down] : 48
[Gene28_Down, Gene54_UP] : 46
[Gene59_UP, Gene35_Down] : 41
[Gene28_Down, Gene8_UP] : 41
[Gene72_UP, Gene58_Down] : 47
[Gene87_UP, Gene24_Down] : 43
[Gene15_Down, Gene13_Down] : 41
[Gene65_Down, Gene21_UP] : 41
[Gene59_UP, Gene27_Down] : 40
[Gene91_UP, Gene88_Down] : 46
[Gene41_Down, Gene13_Down] : 44
[Gene59_UP, Gene32_Down] : 52
[Gene79_Down, Gene96_Down] : 41
[Gene6_UP, Gene1_UP] : 49
[Gene47_UP, Gene94_UP] : 44
[Gene87_UP, Gene54_UP] : 48
[Gene67_UP, Gene59_UP] : 46
[Gene50_UP, Gene38_Down] : 40
[Gene87_UP, Gene38_Down] : 49
[Gene2_Down, Gene1_UP] : 46
[Gene91_UP, Gene94_UP] : 44
printing l3
[Gene72_UP, Gene59_UP, Gene36_UP] : 42
[Gene72_UP, Gene97_Down, Gene82_Down] : 47
[Gene59_UP, Gene96_Down, Gene36_UP] : 42
[Gene97_Down, Gene82_Down, Gene13_Down] : 42
[Gene52_Down, Gene38_Down, Gene32_Down] : 42
[Gene59_UP, Gene96_Down, Gene1_UP] : 40
[Gene10_Down, Gene38_Down, Gene1_UP] : 41
[Gene72_UP, Gene59_UP, Gene16_Down] : 41
[Gene87_UP, Gene10_Down, Gene88_Down] : 40
[Gene52_Down, Gene38_Down, Gene70_Down] : 41
[Gene72_UP, Gene28_Down, Gene82_Down] : 40
[Gene72_UP, Gene97_Down, Gene13_Down] : 41
[Gene87_UP, Gene28_Down, Gene38_Down] : 41
[Gene72_UP, Gene96_Down, Gene44_Down] : 41
[Gene28_Down, Gene41_Down, Gene2_Down] : 41
[Gene72_UP, Gene44_Down, Gene13_Down] : 41
[Gene72_UP, Gene96_Down, Gene97_Down] : 43
[Gene72_UP, Gene44_Down, Gene97_Down] : 40
[Gene72_UP, Gene59_UP, Gene2_Down] : 40
[Gene59_UP, Gene96_Down, Gene13_Down] : 46
[Gene38_Down, Gene65_Down, Gene70_Down] : 42
[Gene80_Down, Gene8_UP, Gene88_Down] : 40
[Gene28_Down, Gene47_UP, Gene88_Down] : 40
[Gene24_Down, Gene54_UP, Gene88_Down] : 42
[Gene59_UP, Gene97_Down, Gene13_Down] : 40
[Gene59_UP, Gene82_Down, Gene13_Down] : 46
[Gene28_Down, Gene47_UP, Gene2_Down] : 40
[Gene6_UP, Gene91_UP, Gene32_Down] : 40
[Gene72_UP, Gene59_UP, Gene70_Down] : 41
[Gene59_UP, Gene38_Down, Gene1_UP] : 40
[Gene59_UP, Gene97_Down, Gene82_Down] : 45
[Gene6_UP, Gene28_Down, Gene13_Down] : 40
[Gene38_Down, Gene32_Down, Gene1_UP] : 41
[Gene52_Down, Gene69_Down, Gene38_Down] : 41
[Gene52_Down, Gene41_Down, Gene2_Down] : 40
[Gene72_UP, Gene59_UP, Gene68_Down] : 44
[Gene38_Down, Gene58_Down, Gene32_Down] : 40
[Gene67_UP, Gene38_Down, Gene70_Down] : 42
[Gene87_UP, Gene72_UP, Gene59_UP] : 40
[Gene32_Down, Gene1_UP, Gene70_Down] : 40
[Gene87_UP, Gene28_Down, Gene41_Down] : 41
[Gene87_UP, Gene59_UP, Gene88_Down] : 41
[Gene6_UP, Gene32_Down, Gene1_UP] : 40
[Gene28_Down, Gene38_Down, Gene2_Down] : 41
[Gene52_Down, Gene10_Down, Gene38_Down] : 40
[Gene72_UP, Gene59_UP, Gene96_Down] : 51
[Gene28_Down, Gene47_UP, Gene38_Down] : 41
[Gene87_UP, Gene52_Down, Gene28_Down] : 41
[Gene6_UP, Gene38_Down, Gene1_UP] : 40
[Gene28_Down, Gene38_Down, Gene32_Down] : 42
[Gene67_UP, Gene1_UP, Gene70_Down] : 42
[Gene6_UP, Gene59_UP, Gene82_Down] : 40
[Gene6_UP, Gene38_Down, Gene91_UP] : 41
[Gene28_Down, Gene10_Down, Gene38_Down] : 40
[Gene72_UP, Gene59_UP, Gene97_Down] : 46
[Gene28_Down, Gene10_Down, Gene41_Down] : 41
[Gene10_Down, Gene41_Down, Gene88_Down] : 40
[Gene44_Down, Gene82_Down, Gene13_Down] : 41
[Gene72_UP, Gene59_UP, Gene44_Down] : 43
[Gene59_UP, Gene44_Down, Gene82_Down] : 41
[Gene38_Down, Gene1_UP, Gene70_Down] : 45
[Gene72_UP, Gene59_UP, Gene91_UP] : 40
[Gene28_Down, Gene38_Down, Gene70_Down] : 41
[Gene87_UP, Gene54_UP, Gene88_Down] : 40
[Gene72_UP, Gene96_Down, Gene13_Down] : 44
[Gene52_Down, Gene28_Down, Gene41_Down] : 40
[Gene10_Down, Gene58_Down, Gene21_UP] : 40
[Gene38_Down, Gene32_Down, Gene70_Down] : 43
[Gene38_Down, Gene1_UP, Gene65_Down] : 41
[Gene6_UP, Gene58_Down, Gene70_Down] : 40
[Gene87_UP, Gene28_Down, Gene88_Down] : 43
[Gene6_UP, Gene32_Down, Gene70_Down] : 41
[Gene38_Down, Gene58_Down, Gene91_UP] : 40
[Gene6_UP, Gene38_Down, Gene70_Down] : 42
[Gene41_Down, Gene38_Down, Gene88_Down] : 40
[Gene72_UP, Gene59_UP, Gene88_Down] : 41
[Gene72_UP, Gene59_UP, Gene13_Down] : 48
[Gene38_Down, Gene91_UP, Gene94_UP] : 41
[Gene47_UP, Gene38_Down, Gene88_Down] : 40
[Gene72_UP, Gene59_UP, Gene82_Down] : 52
[Gene47_UP, Gene38_Down, Gene70_Down] : 43
[Gene47_UP, Gene10_Down, Gene70_Down] : 41
[Gene47_UP, Gene10_Down, Gene38_Down] : 42
[Gene72_UP, Gene59_UP, Gene1_UP] : 42
[Gene28_Down, Gene47_UP, Gene10_Down] : 41
[Gene28_Down, Gene38_Down, Gene1_UP] : 41
[Gene8_UP, Gene54_UP, Gene88_Down] : 42
[Gene28_Down, Gene41_Down, Gene38_Down] : 41
[Gene87_UP, Gene52_Down, Gene38_Down] : 40
[Gene52_Down, Gene69_Down, Gene28_Down] : 40
[Gene59_UP, Gene38_Down, Gene32_Down] : 40
[Gene72_UP, Gene96_Down, Gene82_Down] : 48
[Gene59_UP, Gene96_Down, Gene97_Down] : 42
[Gene28_Down, Gene41_Down, Gene88_Down] : 42
[Gene10_Down, Gene38_Down, Gene65_Down] : 40
[Gene72_UP, Gene44_Down, Gene82_Down] : 40
[Gene67_UP, Gene28_Down, Gene38_Down] : 40
[Gene59_UP, Gene54_UP, Gene88_Down] : 40
[Gene28_Down, Gene38_Down, Gene88_Down] : 40
[Gene96_Down, Gene82_Down, Gene13_Down] : 42
[Gene67_UP, Gene38_Down, Gene32_Down] : 42
[Gene38_Down, Gene32_Down, Gene94_UP] : 42
[Gene10_Down, Gene1_UP, Gene94_UP] : 40
[Gene28_Down, Gene10_Down, Gene88_Down] : 40
[Gene72_UP, Gene82_Down, Gene13_Down] : 46
[Gene38_Down, Gene94_UP, Gene1_UP] : 40
[Gene47_UP, Gene41_Down, Gene88_Down] : 40
[Gene52_Down, Gene38_Down, Gene88_Down] : 40
[Gene47_UP, Gene38_Down, Gene2_Down] : 40
[Gene67_UP, Gene38_Down, Gene1_UP] : 43
[Gene38_Down, Gene91_UP, Gene70_Down] : 41
[Gene87_UP, Gene47_UP, Gene38_Down] : 40
[Gene87_UP, Gene41_Down, Gene88_Down] : 41
[Gene10_Down, Gene38_Down, Gene94_UP] : 43
[Gene87_UP, Gene38_Down, Gene88_Down] : 40
[Gene32_Down, Gene65_Down, Gene70_Down] : 41
[Gene72_UP, Gene59_UP, Gene58_Down] : 41
[Gene47_UP, Gene38_Down, Gene91_UP] : 44
[Gene6_UP, Gene38_Down, Gene32_Down] : 40
[Gene38_Down, Gene91_UP, Gene32_Down] : 40
[Gene10_Down, Gene38_Down, Gene91_UP] : 42
[Gene6_UP, Gene47_UP, Gene38_Down] : 41
[Gene67_UP, Gene32_Down, Gene1_UP] : 41
[Gene6_UP, Gene72_UP, Gene59_UP] : 42
[Gene10_Down, Gene38_Down, Gene70_Down] : 41
[Gene24_Down, Gene8_UP, Gene54_UP] : 40
[Gene87_UP, Gene59_UP, Gene96_Down] : 40
[Gene52_Down, Gene28_Down, Gene38_Down] : 44
[Gene47_UP, Gene38_Down, Gene1_UP] : 44
[Gene72_UP, Gene38_Down, Gene1_UP] : 40
[Gene52_Down, Gene41_Down, Gene38_Down] : 41
[Gene72_UP, Gene59_UP, Gene28_Down] : 40
[Gene72_UP, Gene59_UP, Gene32_Down] : 41
[Gene59_UP, Gene96_Down, Gene88_Down] : 43
[Gene87_UP, Gene47_UP, Gene88_Down] : 40
[Gene41_Down, Gene38_Down, Gene2_Down] : 41
[Gene38_Down, Gene94_UP, Gene70_Down] : 40
[Gene44_Down, Gene97_Down, Gene82_Down] : 41
[Gene96_Down, Gene97_Down, Gene82_Down] : 42
[Gene52_Down, Gene38_Down, Gene65_Down] : 40
[Gene87_UP, Gene69_Down, Gene88_Down] : 40
[Gene59_UP, Gene28_Down, Gene96_Down] : 40
[Gene47_UP, Gene10_Down, Gene91_UP] : 41
[Gene59_UP, Gene96_Down, Gene82_Down] : 48
[Gene52_Down, Gene28_Down, Gene2_Down] : 40
[Gene52_Down, Gene47_UP, Gene38_Down] : 41
[Gene10_Down, Gene38_Down, Gene32_Down] : 41
[Gene52_Down, Gene38_Down, Gene2_Down] : 41
[Gene72_UP, Gene59_UP, Gene38_Down] : 41
printing l4
[Gene59_UP, Gene96_Down, Gene82_Down, Gene13_Down] : 41
[Gene72_UP, Gene59_UP, Gene96_Down, Gene13_Down] : 41
[Gene72_UP, Gene59_UP, Gene96_Down, Gene82_Down] : 44
[Gene72_UP, Gene59_UP, Gene97_Down, Gene82_Down] : 44
[Gene72_UP, Gene59_UP, Gene82_Down, Gene13_Down] : 45
[Gene72_UP, Gene96_Down, Gene82_Down, Gene13_Down] : 41
[Gene72_UP, Gene96_Down, Gene97_Down, Gene82_Down] : 41
printing l5
[Gene72_UP, Gene59_UP, Gene96_Down, Gene82_Down, Gene13_Down] : 40
printing l6
total time taken26882
