printing l1
{Gene19_Down,Gene6_UP,Gene70_Down} : 30
{Gene91_UP,Gene1_UP,Gene88_Down} : 32
{ALL,Gene59_UP,Gene13_Down} : 32
{Gene92_Down,Gene67_UP,Gene1_UP} : 31
{Gene79_Down,Gene59_UP,Gene97_Down} : 32
{Gene59_UP,Gene96_Down,Gene32_Down} : 39
{Gene67_UP,Gene28_Down,Gene76_Down} : 30
{Gene38_Down,Gene32_Down,Gene25_UP} : 30
{Gene28_Down,Gene32_Down,Gene68_Down} : 34
{Gene70_Down,Gene96_Down,Gene21_UP} : 30
{Gene65_Down,Gene32_Down,Gene68_Down} : 30
{Gene41_Down,Gene8_UP,Gene1_UP} : 30
{Gene38_Down,Gene47_UP,Gene7_Down} : 31
{Gene29_Down,Gene38_Down,Gene58_Down} : 30
{Gene38_Down,Gene6_UP,Gene56_Down} : 30
{Gene59_UP,Gene56_UP,Gene88_Down} : 30
{Gene58_Down,Gene72_UP,Gene21_UP} : 33
{Gene76_Down,Gene28_Down,Gene41_Down} : 34
{Gene55_UP,Gene6_UP,Gene1_UP} : 30
{Gene87_UP,Gene80_Down,Gene88_Down} : 36
{Gene1_UP,Gene6_UP,Gene47_UP} : 35
{Gene32_Down,Gene59_UP,Gene63_UP} : 31
{Gene72_UP,Gene58_Down,Gene94_UP} : 31
{Gene28_Down,Gene58_Down,Gene65_Down} : 33
{Gene96_Down,Gene38_Down,Gene82_Down} : 33
{Gene88_Down,Gene8_UP,Gene13_Down} : 30
{Gene96_Down,Gene1_UP,Gene2_Down} : 30
{Gene47_UP,Gene23_UP,Gene38_Down} : 31
{Gene47_UP,Gene17_UP,Gene88_Down} : 30
{Gene76_Down,Gene47_UP,Gene88_Down} : 31
{Gene84_UP,Gene38_Down,Gene1_UP} : 34
{Gene1_UP,Gene28_Down,Gene59_UP} : 36
{Gene13_Down,Gene59_UP,Gene15_Down} : 32
{Gene10_Down,Gene91_UP,Gene30_Down} : 31
{Gene52_Down,Gene38_Down,Gene36_UP} : 31
{Gene5_UP,Gene24_Down,Gene54_UP} : 30
{Gene59_UP,Gene67_UP,Gene32_Down} : 37
{Gene16_Down,Gene72_UP,Gene21_UP} : 31
{Gene87_UP,Gene59_UP,Gene23_UP} : 31
{Gene38_Down,Gene52_Down,Gene81_UP} : 34
{Gene44_Down,Gene72_UP,Gene97_Down} : 40
{Gene80_Down,Gene10_Down,Gene41_Down} : 30
{Gene1_UP,Gene41_Down,Gene24_Down} : 31
{Gene2_Down,Gene69_Down,Gene65_Down} : 30
{Gene55_UP,Gene59_UP,Gene10_Down} : 30
{Gene94_UP,Gene72_UP,Gene10_Down} : 34
{Gene13_Down,Gene59_UP,Gene57_Down} : 34
{Gene21_UP,Gene1_UP,Gene2_Down} : 31
{Gene99_UP,Gene88_Down,Gene95_Down} : 30
{Gene59_UP,Gene87_UP,Gene36_UP} : 32
{Gene1_UP,Gene6_UP,Gene80_Down} : 33
{Gene47_UP,Gene67_UP,Gene70_Down} : 35
{Gene81_UP,Gene10_Down,Gene54_UP} : 30
{Gene59_UP,Gene32_Down,Gene68_Down} : 37
{Gene32_Down,Gene63_UP,Gene68_Down} : 30
{Gene58_Down,Gene10_Down,Gene32_Down} : 39
{Gene38_Down,Gene91_UP,Gene17_UP} : 33
{Gene48_UP,Gene38_Down,Gene32_Down} : 32
{Gene52_Down,Gene82_Down,Gene21_UP} : 30
{Gene38_Down,Gene2_Down,Gene88_Down} : 37
{Gene91_UP,Gene72_UP,Gene32_Down} : 35
{Gene10_Down,Gene80_Down,Gene94_UP} : 33
{Gene28_Down,Gene10_Down,Gene37_UP} : 32
{Gene70_Down,Gene28_Down,Gene19_Down} : 32
{Gene78_UP,Gene58_Down,Gene32_Down} : 30
{Gene10_Down,Gene2_Down,Gene1_UP} : 36
{Gene59_UP,Gene96_Down,Gene4_Down} : 31
{Gene32_Down,Gene28_Down,Gene10_Down} : 36
{Gene72_UP,Gene59_UP,Gene61_Down} : 33
{Gene79_Down,Gene96_Down,Gene97_Down} : 30
{Gene59_UP,Gene10_Down,Gene46_Down} : 30
{Gene38_Down,Gene1_UP,Gene89_UP} : 37
{Gene65_Down,Gene80_Down,Gene38_Down} : 30
{Gene51_Down,Gene58_Down,Gene21_UP} : 31
{Gene1_UP,Gene80_Down,Gene8_UP} : 33
{Gene32_Down,Gene30_Down,Gene94_UP} : 30
{Gene41_Down,Gene38_Down,Gene80_Down} : 33
{Gene94_UP,Gene38_Down,Gene54_UP} : 31
{Gene52_Down,Gene38_Down,Gene24_Down} : 38
{Gene32_Down,Gene6_UP,Gene41_Down} : 32
{Gene91_UP,Gene52_Down,Gene38_Down} : 39
{Gene28_Down,Gene71_UP,Gene70_Down} : 30
{Gene81_UP,Gene87_UP,Gene28_Down} : 33
{Gene88_Down,Gene76_Down,Gene16_Down} : 30
{Gene52_Down,Gene69_Down,Gene99_UP} : 32
{Gene59_UP,Gene97_Down,Gene8_UP} : 32
{Gene88_Down,Gene28_Down,Gene38_Down} : 40
{Gene82_Down,Gene28_Down,Gene41_Down} : 31
{Gene38_Down,Gene83_UP,Gene94_UP} : 30
{Gene72_UP,Gene65_Down,Gene2_Down} : 34
{Gene65_Down,Gene21_UP,Gene94_UP} : 33
{Gene38_Down,Gene41_Down,Gene5_UP} : 31
{Gene59_UP,Gene6_UP,Gene4_Down} : 30
{Gene82_Down,Gene38_Down,Gene21_UP} : 30
{Gene72_UP,Gene50_UP,Gene82_Down} : 32
{Gene2_Down,Gene76_Down,Gene88_Down} : 32
{Gene2_Down,Gene87_UP,Gene81_UP} : 30
{Gene88_Down,Gene59_UP,Gene45_UP} : 31
{Gene91_UP,Gene6_UP,Gene13_Down} : 36
{Gene91_UP,Gene87_UP,Gene2_Down} : 31
{Gene41_Down,Gene52_Down,Gene13_Down} : 32
{Gene82_Down,Gene96_Down,Gene16_Down} : 34
{Gene10_Down,Gene6_UP,Gene2_Down} : 36
{Gene6_UP,Gene47_UP,Gene21_UP} : 35
{Gene38_Down,Gene6_UP,Gene29_Down} : 30
{Gene38_Down,Gene82_Down,Gene32_Down} : 32
{Gene1_UP,Gene96_Down,Gene24_Down} : 33
{Gene59_UP,Gene96_Down,Gene92_Down} : 30
{Gene70_Down,Gene59_UP,Gene10_Down} : 35
{Gene1_UP,Gene47_UP,Gene88_Down} : 37
{Gene12_UP,Gene59_UP,Gene28_Down} : 30
{Gene72_UP,Gene6_UP,Gene59_UP} : 42
{Gene21_UP,Gene47_UP,Gene70_Down} : 34
{Gene13_Down,Gene59_UP,Gene96_Down} : 46
{Gene67_UP,Gene80_Down,Gene2_Down} : 30
{Gene1_UP,Gene8_UP,Gene88_Down} : 34
{Gene32_Down,Gene65_Down,Gene25_UP} : 30
{Gene8_UP,Gene77_UP,Gene88_Down} : 30
{Gene28_Down,Gene96_Down,Gene83_UP} : 30
{Gene10_Down,Gene67_UP,Gene47_UP} : 35
{Gene38_Down,Gene10_Down,Gene65_Down} : 40
{Gene1_UP,Gene67_UP,Gene23_UP} : 30
{Gene54_UP,Gene38_Down,Gene77_UP} : 30
{Gene70_Down,Gene11_Down,Gene58_Down} : 30
{Gene11_Down,Gene58_Down,Gene32_Down} : 32
{Gene38_Down,Gene81_UP,Gene70_Down} : 30
{Gene28_Down,Gene87_UP,Gene95_Down} : 33
{Gene2_Down,Gene91_UP,Gene94_UP} : 31
{Gene32_Down,Gene72_UP,Gene1_UP} : 36
{Gene30_Down,Gene10_Down,Gene65_Down} : 33
{Gene38_Down,Gene91_UP,Gene45_UP} : 31
{Gene28_Down,Gene96_Down,Gene21_UP} : 32
{Gene12_UP,Gene87_UP,Gene88_Down} : 31
{Gene59_UP,Gene91_UP,Gene32_Down} : 35
{Gene96_Down,Gene72_UP,Gene34_Down} : 33
{Gene94_UP,Gene67_UP,Gene1_UP} : 35
{Gene28_Down,Gene10_Down,Gene79_UP} : 31
{Gene28_Down,Gene72_UP,Gene41_Down} : 33
{Gene87_UP,Gene28_Down,Gene89_UP} : 32
{Gene59_UP,Gene82_Down,Gene27_Down} : 31
{Gene1_UP,Gene72_UP,Gene84_UP} : 35
{Gene70_Down,Gene96_Down,Gene38_Down} : 33
{Gene47_UP,Gene32_Down,Gene94_UP} : 36
{Gene2_Down,Gene8_UP,Gene88_Down} : 34
{Gene38_Down,Gene76_Down,Gene91_UP} : 31
{Gene71_UP,Gene41_Down,Gene2_Down} : 30
{Gene10_Down,Gene58_Down,Gene43_UP} : 31
{Gene59_UP,Gene47_UP,Gene89_UP} : 30
{Gene72_UP,Gene17_UP,Gene82_Down} : 31
{Gene1_UP,Gene88_Down,Gene89_UP} : 32
{Gene1_UP,Gene81_UP,Gene88_Down} : 35
{Gene59_UP,Gene24_Down,Gene82_Down} : 32
{Gene87_UP,Gene18_Down,Gene54_UP} : 30
{Gene32_Down,Gene6_UP,Gene63_UP} : 30
{Gene13_Down,Gene41_Down,Gene1_UP} : 31
{Gene32_Down,Gene6_UP,Gene10_Down} : 37
{Gene38_Down,Gene10_Down,Gene78_UP} : 33
{Gene69_Down,Gene52_Down,Gene65_Down} : 33
{Gene67_UP,Gene58_Down,Gene32_Down} : 35
{Gene10_Down,Gene55_UP,Gene2_Down} : 30
{Gene78_UP,Gene96_Down,Gene11_Down} : 30
{Gene58_Down,Gene13_Down,Gene70_Down} : 32
{Gene36_UP,Gene96_Down,Gene82_Down} : 36
{Gene7_Down,Gene72_UP,Gene82_Down} : 32
{Gene24_Down,Gene88_Down,Gene13_Down} : 30
{Gene1_UP,Gene54_UP,Gene70_Down} : 33
{Gene15_Down,Gene67_UP,Gene1_UP} : 34
{Gene70_Down,Gene38_Down,Gene55_UP} : 31
{Gene13_Down,Gene6_UP,Gene25_UP} : 30
{Gene28_Down,Gene53_UP,Gene38_Down} : 34
{Gene78_UP,Gene72_UP,Gene44_Down} : 30
{Gene24_Down,Gene87_UP,Gene72_UP} : 30
{Gene94_UP,Gene10_Down,Gene32_Down} : 39
{Gene100_Down,Gene59_UP,Gene10_Down} : 31
{Gene96_Down,Gene72_UP,Gene41_Down} : 32
{Gene28_Down,Gene8_UP,Gene81_UP} : 30
{Gene72_UP,Gene79_Down,Gene96_Down} : 35
{Gene82_Down,Gene59_UP,Gene48_UP} : 32
{Gene91_UP,Gene6_UP,Gene32_Down} : 40
{Gene97_Down,Gene59_UP,Gene96_Down} : 42
{Gene8_UP,Gene44_Down,Gene82_Down} : 30
{Gene81_UP,Gene72_UP,Gene1_UP} : 32
{Gene2_Down,Gene24_Down,Gene80_Down} : 32
{Gene87_UP,Gene41_Down,Gene96_Down} : 31
{Gene72_UP,Gene98_Down,Gene1_UP} : 32
{Gene2_Down,Gene47_UP,Gene10_Down} : 36
{Gene82_Down,Gene38_Down,Gene13_Down} : 33
{Gene88_Down,Gene59_UP,Gene78_UP} : 34
{Gene82_Down,Gene38_Down,Gene91_UP} : 34
{Gene13_Down,Gene28_Down,Gene91_UP} : 33
{Gene72_UP,Gene94_UP,Gene36_UP} : 30
{Gene96_Down,Gene67_UP,Gene59_UP} : 35
{Gene89_UP,Gene78_UP,Gene38_Down} : 30
{Gene100_Down,Gene59_UP,Gene70_Down} : 31
{Gene95_Down,Gene10_Down,Gene88_Down} : 35
{Gene2_Down,Gene6_UP,Gene65_Down} : 33
{Gene96_Down,Gene72_UP,Gene49_Down} : 36
{Gene1_UP,Gene69_Down,Gene24_Down} : 32
{Gene6_UP,Gene87_UP,Gene28_Down} : 39
{Gene28_Down,Gene6_UP,Gene16_Down} : 30
{Gene6_UP,Gene52_Down,Gene28_Down} : 37
{Gene38_Down,Gene69_Down,Gene91_UP} : 32
{Gene88_Down,Gene73_Down,Gene1_UP} : 30
{Gene38_Down,Gene59_UP,Gene76_Down} : 31
{Gene70_Down,Gene11_Down,Gene38_Down} : 30
{Gene96_Down,Gene59_UP,Gene86_Down} : 36
{Gene32_Down,Gene87_UP,Gene91_UP} : 31
{Gene38_Down,Gene91_UP,Gene79_UP} : 30
{Gene23_UP,Gene72_UP,Gene88_Down} : 31
{Gene21_UP,Gene47_UP,Gene2_Down} : 33
{Gene21_UP,Gene91_UP,Gene94_UP} : 36
{Gene91_UP,Gene59_UP,Gene10_Down} : 34
{Gene87_UP,Gene38_Down,Gene33_Down} : 30
{Gene72_UP,Gene96_Down,Gene76_Down} : 34
{Gene21_UP,Gene59_UP,Gene91_UP} : 33
{Gene28_Down,Gene19_Down,Gene82_Down} : 32
{Gene68_Down,Gene87_UP,Gene8_UP} : 30
{Gene52_Down,Gene10_Down,Gene99_UP} : 31
{Gene41_Down,Gene69_Down,Gene99_UP} : 30
{Gene70_Down,Gene10_Down,Gene11_Down} : 33
{Gene24_Down,Gene41_Down,Gene2_Down} : 33
{Gene94_UP,Gene38_Down,Gene99_UP} : 32
{Gene41_Down,Gene87_UP,Gene13_Down} : 30
{Gene65_Down,Gene6_UP,Gene38_Down} : 37
{Gene72_UP,Gene10_Down,Gene32_Down} : 34
{Gene52_Down,Gene72_UP,Gene16_Down} : 30
{Gene69_Down,Gene67_UP,Gene10_Down} : 34
{Gene37_UP,Gene87_UP,Gene28_Down} : 33
{Gene70_Down,Gene67_UP,Gene13_Down} : 30
{Gene41_Down,Gene5_UP,Gene38_Down} : 31
{Gene6_UP,Gene10_Down,Gene91_UP} : 37
{Gene78_UP,Gene47_UP,Gene88_Down} : 31
{Gene70_Down,Gene69_Down,Gene88_Down} : 30
{Gene95_Down,Gene72_UP,Gene1_UP} : 31
{Gene96_Down,Gene78_UP,Gene1_UP} : 31
{Gene54_UP,Gene87_UP,Gene1_UP} : 35
{Gene97_Down,Gene72_UP,Gene11_Down} : 32
{Gene66_UP,Gene38_Down,Gene70_Down} : 32
{Gene1_UP,Gene8_UP,Gene89_UP} : 30
{Gene72_UP,Gene96_Down,Gene44_Down} : 41
{Gene87_UP,Gene96_Down,Gene82_Down} : 32
{Gene10_Down,Gene69_Down,Gene70_Down} : 32
{Gene13_Down,Gene96_Down,Gene78_UP} : 34
{Gene80_Down,Gene69_Down,Gene59_UP} : 31
{Gene88_Down,Gene41_Down,Gene68_Down} : 30
{Gene72_UP,Gene28_Down,Gene16_Down} : 32
{Gene41_Down,Gene52_Down,Gene87_UP} : 38
{Gene96_Down,Gene20_UP,Gene59_UP} : 33
{Gene59_UP,Gene10_Down,Gene11_Down} : 30
{Gene96_Down,Gene82_Down,Gene1_UP} : 33
{Gene82_Down,Gene10_Down,Gene2_Down} : 30
{Gene37_UP,Gene8_UP,Gene54_UP} : 31
{Gene6_UP,Gene28_Down,Gene41_Down} : 36
{Gene2_Down,Gene6_UP,Gene21_UP} : 31
{Gene65_Down,Gene38_Down,Gene13_Down} : 32
{Gene65_Down,Gene38_Down,Gene70_Down} : 42
{Gene88_Down,Gene47_UP,Gene8_UP} : 31
{Gene48_UP,Gene47_UP,Gene91_UP} : 32
{Gene59_UP,Gene57_Down,Gene88_Down} : 34
{Gene96_Down,Gene72_UP,Gene28_Down} : 37
{Gene16_Down,Gene10_Down,Gene96_Down} : 30
{Gene88_Down,Gene87_UP,Gene79_UP} : 30
{Gene38_Down,Gene60_UP,Gene70_Down} : 32
{Gene59_UP,Gene80_Down,Gene16_Down} : 30
{Gene28_Down,Gene6_UP,Gene52_Down} : 37
{Gene59_UP,Gene82_Down,Gene21_UP} : 37
{Gene32_Down,Gene38_Down,Gene76_Down} : 32
{Gene55_UP,Gene59_UP,Gene88_Down} : 30
{Gene76_Down,Gene59_UP,Gene58_Down} : 31
{Gene28_Down,Gene47_UP,Gene96_Down} : 32
{Gene54_UP,Gene87_UP,Gene13_Down} : 30
{Gene88_Down,Gene72_UP,Gene13_Down} : 33
{Gene8_UP,Gene87_UP,Gene41_Down} : 30
{Gene45_UP,Gene59_UP,Gene38_Down} : 32
{Gene37_UP,Gene41_Down,Gene38_Down} : 30
{Gene1_UP,Gene71_UP,Gene88_Down} : 30
{Gene52_Down,Gene87_UP,Gene59_UP} : 34
{Gene87_UP,Gene41_Down,Gene68_Down} : 30
{Gene70_Down,Gene10_Down,Gene2_Down} : 35
{Gene32_Down,Gene41_Down,Gene2_Down} : 32
{Gene28_Down,Gene6_UP,Gene2_Down} : 37
{Gene94_UP,Gene38_Down,Gene91_UP} : 41
{Gene70_Down,Gene69_Down,Gene28_Down} : 31
{Gene10_Down,Gene67_UP,Gene82_Down} : 30
{Gene3_UP,Gene32_Down,Gene70_Down} : 30
{Gene28_Down,Gene41_Down,Gene84_UP} : 30
{Gene67_UP,Gene72_UP,Gene100_Down} : 30
{Gene59_UP,Gene8_UP,Gene32_Down} : 33
{Gene72_UP,Gene52_Down,Gene70_Down} : 30
{Gene13_Down,Gene41_Down,Gene38_Down} : 34
{Gene38_Down,Gene67_UP,Gene59_UP} : 37
{Gene44_Down,Gene72_UP,Gene54_UP} : 31
{Gene98_Down,Gene52_Down,Gene38_Down} : 31
{Gene32_Down,Gene51_Down,Gene91_UP} : 31
{Gene41_Down,Gene28_Down,Gene82_Down} : 31
{Gene10_Down,Gene52_Down,Gene41_Down} : 38
{Gene10_Down,Gene87_UP,Gene21_UP} : 34
{Gene65_Down,Gene52_Down,Gene10_Down} : 34
{Gene94_UP,Gene10_Down,Gene13_Down} : 31
{Gene69_Down,Gene1_UP,Gene88_Down} : 34
{Gene81_UP,Gene87_UP,Gene10_Down} : 30
{Gene1_UP,Gene6_UP,Gene84_UP} : 30
{Gene1_UP,Gene59_UP,Gene22_UP} : 30
{Gene45_UP,Gene41_Down,Gene38_Down} : 30
{Gene97_Down,Gene6_UP,Gene82_Down} : 31
{Gene81_UP,Gene69_Down,Gene88_Down} : 33
{Gene28_Down,Gene87_UP,Gene88_Down} : 43
{Gene32_Down,Gene67_UP,Gene69_Down} : 32
{Gene1_UP,Gene80_Down,Gene94_UP} : 32
{Gene60_UP,Gene1_UP,Gene70_Down} : 31
{Gene54_UP,Gene59_UP,Gene95_Down} : 32
{Gene58_Down,Gene87_UP,Gene94_UP} : 33
{Gene5_UP,Gene87_UP,Gene88_Down} : 31
{Gene41_Down,Gene28_Down,Gene71_UP} : 31
{Gene59_UP,Gene92_UP,Gene96_Down} : 31
{Gene2_Down,Gene69_Down,Gene10_Down} : 34
{Gene66_UP,Gene59_UP,Gene45_UP} : 32
{Gene46_Down,Gene10_Down,Gene47_UP} : 31
{Gene88_Down,Gene6_UP,Gene5_UP} : 31
{Gene72_UP,Gene59_UP,Gene8_UP} : 38
{Gene89_UP,Gene72_UP,Gene16_Down} : 31
{Gene88_Down,Gene28_Down,Gene94_UP} : 30
{Gene70_Down,Gene38_Down,Gene65_Down} : 42
{Gene91_UP,Gene6_UP,Gene41_Down} : 32
{Gene21_UP,Gene82_Down,Gene32_Down} : 32
{Gene70_Down,Gene10_Down,Gene96_Down} : 33
{Gene38_Down,Gene32_Down,Gene65_Down} : 39
{Gene78_UP,Gene28_Down,Gene38_Down} : 32
{Gene72_UP,Gene96_Down,Gene73_Down} : 33
{Gene61_Down,Gene59_UP,Gene96_Down} : 33
{Gene13_Down,Gene72_UP,Gene65_Down} : 30
{Gene72_UP,Gene97_Down,Gene13_Down} : 41
{Gene72_UP,Gene59_UP,Gene36_UP} : 42
{Gene96_Down,Gene28_Down,Gene29_Down} : 31
{Gene91_UP,Gene75_UP,Gene88_Down} : 31
{Gene10_Down,Gene80_Down,Gene91_UP} : 31
{Gene91_UP,Gene41_Down,Gene21_UP} : 31
{Gene33_UP,Gene59_UP,Gene82_Down} : 32
{Gene97_Down,Gene82_Down,Gene1_UP} : 31
{Gene1_UP,Gene60_UP,Gene32_Down} : 30
{Gene2_Down,Gene80_Down,Gene38_Down} : 32
{Gene32_Down,Gene38_Down,Gene99_UP} : 33
{Gene47_UP,Gene38_Down,Gene81_UP} : 33
{Gene32_Down,Gene72_UP,Gene8_UP} : 31
{Gene32_Down,Gene96_Down,Gene31_UP} : 30
{Gene51_Down,Gene67_UP,Gene32_Down} : 30
{Gene36_UP,Gene72_UP,Gene94_UP} : 30
{Gene21_UP,Gene32_Down,Gene65_Down} : 33
{Gene1_UP,Gene87_UP,Gene41_Down} : 34
{Gene54_UP,Gene8_UP,Gene68_Down} : 31
{Gene55_UP,Gene6_UP,Gene32_Down} : 30
{Gene88_Down,Gene24_Down,Gene2_Down} : 36
{Gene38_Down,Gene28_Down,Gene16_Down} : 30
{Gene59_UP,Gene54_UP,Gene13_Down} : 32
{Gene32_Down,Gene68_Down,Gene36_UP} : 31
{Gene70_Down,Gene58_Down,Gene30_Down} : 32
{Gene60_UP,Gene47_UP,Gene38_Down} : 35
{Gene2_Down,Gene67_UP,Gene32_Down} : 32
{Gene38_Down,Gene88_Down,Gene13_Down} : 31
{Gene1_UP,Gene72_UP,Gene18_UP} : 30
{Gene13_Down,Gene72_UP,Gene38_Down} : 35
{Gene91_UP,Gene59_UP,Gene38_Down} : 38
{Gene87_UP,Gene28_Down,Gene21_UP} : 33
{Gene97_Down,Gene59_UP,Gene21_UP} : 30
{Gene21_UP,Gene41_Down,Gene91_UP} : 31
{Gene97_Down,Gene72_UP,Gene95_Down} : 32
{Gene28_Down,Gene38_Down,Gene88_Down} : 40
{Gene20_UP,Gene59_UP,Gene96_Down} : 33
{Gene75_UP,Gene38_Down,Gene70_Down} : 30
{Gene72_UP,Gene59_UP,Gene83_UP} : 30
{Gene52_Down,Gene72_UP,Gene69_Down} : 32
{Gene25_UP,Gene72_UP,Gene96_Down} : 33
{Gene70_Down,Gene52_Down,Gene10_Down} : 34
{Gene58_Down,Gene59_UP,Gene30_Down} : 30
{Gene38_Down,Gene2_Down,Gene70_Down} : 36
{Gene52_Down,Gene65_Down,Gene2_Down} : 35
{Gene59_UP,Gene87_UP,Gene21_UP} : 30
{Gene70_Down,Gene6_UP,Gene45_UP} : 33
{Gene66_UP,Gene38_Down,Gene94_UP} : 31
{Gene72_UP,Gene47_UP,Gene36_UP} : 31
{Gene8_UP,Gene28_Down,Gene38_Down} : 30
{Gene91_UP,Gene38_Down,Gene21_UP} : 38
{Gene54_UP,Gene69_Down,Gene59_UP} : 31
{Gene1_UP,Gene10_Down,Gene24_Down} : 31
{Gene58_Down,Gene82_Down,Gene32_Down} : 30
{Gene58_Down,Gene87_UP,Gene13_Down} : 30
{Gene82_Down,Gene59_UP,Gene50_UP} : 30
{Gene96_Down,Gene69_Down,Gene72_UP} : 32
{Gene47_UP,Gene10_Down,Gene11_Down} : 31
{Gene58_Down,Gene28_Down,Gene76_Down} : 32
{Gene72_UP,Gene96_Down,Gene25_UP} : 33
{Gene67_UP,Gene10_Down,Gene47_UP} : 35
{Gene28_Down,Gene12_UP,Gene96_Down} : 30
{Gene96_Down,Gene59_UP,Gene1_UP} : 40
{Gene87_UP,Gene28_Down,Gene33_Down} : 31
{Gene59_UP,Gene58_Down,Gene76_Down} : 31
{Gene59_UP,Gene96_Down,Gene2_Down} : 38
{Gene38_Down,Gene23_UP,Gene70_Down} : 31
{Gene52_Down,Gene67_UP,Gene65_Down} : 33
{Gene38_Down,Gene70_Down,Gene89_UP} : 33
{Gene55_UP,Gene38_Down,Gene65_Down} : 30
{Gene16_Down,Gene72_UP,Gene1_UP} : 31
{Gene1_UP,Gene88_Down,Gene95_Down} : 31
{Gene6_UP,Gene87_UP,Gene47_UP} : 36
{Gene59_UP,Gene82_Down,Gene2_Down} : 36
{Gene65_Down,Gene6_UP,Gene72_UP} : 30
{Gene100_Down,Gene6_UP,Gene28_Down} : 32
{Gene82_Down,Gene72_UP,Gene49_Down} : 36
{Gene16_Down,Gene28_Down,Gene10_Down} : 30
{Gene47_UP,Gene69_Down,Gene65_Down} : 30
{Gene38_Down,Gene69_Down,Gene24_Down} : 30
{Gene58_Down,Gene87_UP,Gene21_UP} : 30
{Gene99_UP,Gene32_Down,Gene21_UP} : 31
{Gene38_Down,Gene41_Down,Gene32_Down} : 35
{Gene2_Down,Gene8_UP,Gene81_UP} : 30
{Gene32_Down,Gene52_Down,Gene38_Down} : 42
{Gene82_Down,Gene87_UP,Gene58_Down} : 30
{Gene60_Down,Gene59_UP,Gene13_Down} : 30
{Gene72_UP,Gene48_UP,Gene36_UP} : 30
{Gene47_UP,Gene28_Down,Gene34_Down} : 31
{Gene47_UP,Gene31_Down,Gene38_Down} : 30
{Gene9_UP,Gene72_UP,Gene97_Down} : 31
{Gene6_UP,Gene69_Down,Gene47_UP} : 34
{Gene1_UP,Gene84_UP,Gene89_UP} : 30
{Gene87_UP,Gene52_Down,Gene54_UP} : 34
{Gene37_UP,Gene38_Down,Gene88_Down} : 30
{Gene72_UP,Gene44_Down,Gene8_UP} : 30
{Gene94_UP,Gene47_UP,Gene1_UP} : 35
{Gene13_Down,Gene1_UP,Gene2_Down} : 30
{Gene24_Down,Gene72_UP,Gene96_Down} : 39
{Gene88_Down,Gene72_UP,Gene38_Down} : 30
{Gene89_UP,Gene6_UP,Gene91_UP} : 31
{Gene59_UP,Gene67_UP,Gene1_UP} : 38
{Gene38_Down,Gene99_UP,Gene1_UP} : 32
{Gene38_Down,Gene72_UP,Gene69_Down} : 30
{Gene28_Down,Gene38_Down,Gene90_UP} : 30
{Gene28_Down,Gene94_UP,Gene2_Down} : 33
{Gene58_Down,Gene6_UP,Gene88_Down} : 31
{Gene96_Down,Gene72_UP,Gene45_UP} : 33
{Gene21_UP,Gene59_UP,Gene57_Down} : 30
{Gene11_Down,Gene72_UP,Gene91_UP} : 33
{Gene80_Down,Gene10_Down,Gene32_Down} : 31
{Gene8_UP,Gene72_UP,Gene49_Down} : 30
{Gene28_Down,Gene18_Down,Gene47_UP} : 30
{Gene88_Down,Gene99_UP,Gene95_Down} : 30
{Gene47_UP,Gene66_UP,Gene1_UP} : 31
{Gene87_UP,Gene72_UP,Gene69_Down} : 32
{Gene91_UP,Gene6_UP,Gene5_UP} : 33
{Gene1_UP,Gene38_Down,Gene94_UP} : 40
{Gene72_UP,Gene16_Down,Gene21_UP} : 31
{Gene87_UP,Gene49_UP,Gene88_Down} : 30
{Gene6_UP,Gene59_UP,Gene55_UP} : 30
{Gene82_Down,Gene59_UP,Gene58_Down} : 38
{Gene59_UP,Gene96_Down,Gene97_Down} : 42
{Gene76_Down,Gene59_UP,Gene38_Down} : 31
{Gene47_UP,Gene28_Down,Gene33_Down} : 31
{Gene96_Down,Gene38_Down,Gene78_UP} : 33
{Gene59_UP,Gene68_Down,Gene94_UP} : 34
{Gene41_Down,Gene38_Down,Gene81_UP} : 31
{Gene13_Down,Gene97_Down,Gene21_UP} : 30
{Gene1_UP,Gene52_Down,Gene70_Down} : 34
{Gene49_UP,Gene47_UP,Gene38_Down} : 30
{Gene16_Down,Gene72_UP,Gene24_Down} : 33
{Gene72_UP,Gene28_Down,Gene70_Down} : 34
{Gene59_UP,Gene10_Down,Gene80_Down} : 35
{Gene20_Down,Gene38_Down,Gene32_Down} : 30
{Gene59_UP,Gene28_Down,Gene80_Down} : 31
{Gene96_Down,Gene78_UP,Gene2_Down} : 30
{Gene67_UP,Gene87_UP,Gene28_Down} : 35
{Gene49_Down,Gene72_UP,Gene54_UP} : 32
{Gene28_Down,Gene59_UP,Gene51_Down} : 32
{Gene68_Down,Gene6_UP,Gene38_Down} : 35
{Gene80_Down,Gene67_UP,Gene28_Down} : 30
{Gene87_UP,Gene72_UP,Gene14_UP} : 30
{Gene87_UP,Gene28_Down,Gene55_UP} : 30
{Gene72_UP,Gene59_UP,Gene75_UP} : 34
{Gene47_UP,Gene28_Down,Gene99_UP} : 32
{Gene70_Down,Gene82_Down,Gene65_Down} : 30
{Gene45_UP,Gene6_UP,Gene13_Down} : 32
{Gene1_UP,Gene67_UP,Gene60_UP} : 30
{Gene10_Down,Gene65_Down,Gene1_UP} : 39
{Gene72_UP,Gene85_Down,Gene59_UP} : 36
